COM,delta_elec,D_elec_2014,D_elec_2020,pct_voix_exp_2014,pct_voix_exp_2020,Code Nuance 2014,Code Nuance 2020,part_diplome_14,part_diplome_20,delta_pct_diplome,part_cadres_2014,part_cadres_2020,pop2014,pop2020,delta_pop,MED13,MED19
30155,0.0,0.0,0.0,62.79,53.98,LDVD,LDVD,0.1592230005509796,0.1851566060722266,0.02593360552124699,0.053470521187040355,0.05383390694618683,6542.000000000009,7092.0,549.9999999999909,19732.6666666667,21120
30169,0.0,0.0,0.0,56.77,58.91,LDVD,LDVC,0.12074455722821653,0.15027034155793062,0.02952578432971409,0.03362886034529705,0.04364624680467811,5781.000000000002,5821.0,39.99999999999818,18683.3333333333,20070
30189,0.0,0.0,0.0,46.8,41.97,LDVD,LLR,0.19626965440845684,0.22303666760453755,0.026767013196080713,0.05683329544255897,0.057872230224261356,151075.0,147496.0,-3579.0,16547.3333333333,18020
30202,1.0,0.0,1.0,45.83,53.31,LDIV,LDVG,0.14769116046899586,0.17441853604813828,0.026727375579142426,0.036591569429092724,0.03540103901417761,10155.0,10482.000000000013,327.00000000001273,17560.8695652174,19120
30259,1.0,0.0,1.0,41.28,56.31,LDIV,LDVG,0.18108445111314608,0.206394084384515,0.025309633271368925,0.04909899164845535,0.048934319269247496,4200.0,4598.0,398.0,19404.2857142857,21240
30269,0.0,0.0,0.0,42.72,54.35,LDIV,LNC,0.1590635680665895,0.18481055629933663,0.025746988232747126,0.019525423376314962,0.022707084255437684,2697.0,2436.0,-261.0,16706.0,17570
30270,0.0,0.0,0.0,50.69,49.19,LFG,LNC,0.18863955119214595,0.22029746096558622,0.03165790977344027,0.06451612903225809,0.0496121371719783,1428.0,1539.0,111.0,19853.2,21020
30341,0.0,1.0,1.0,41.48,51.58,LDVG,LDVG,0.1383563075593065,0.1698487492311223,0.03149244167181581,0.0325229520365692,0.03358518563138785,11352.999999999998,11464.999999999987,111.99999999998909,17230.5,18980
31032,0.0,1.0,1.0,50.42,53.26,LUG,LDVG,0.25408594089057024,0.26580456608715497,0.011718625196584731,0.09761050518640328,0.09736474537997522,6921.999999999986,7265.0,343.00000000001364,23994.6666666667,25450
31088,-1.0,1.0,0.0,46.88,45.13,LDVG,LNC,0.3670306764648577,0.39071700727398684,0.02368633080912913,0.18858583755522187,0.19050917907862833,2668.0,2887.0,219.0,27693.8888888889,29410
31113,1.0,0.0,1.0,44.56,50.93,LDVD,LDVG,0.3500589698000247,0.36961608934596024,0.01955711954593553,0.1609205495639291,0.16568818923067186,12640.000000000002,14377.000000000004,1737.0000000000018,23384.0,24480
31149,0.0,1.0,1.0,40.62,49.62,LUG,LDVG,0.2730610372425526,0.3016432373557739,0.028582200113221323,0.10980436198552723,0.1296690477504783,38541.000000000015,39866.00000000001,1324.9999999999927,21475.3846153846,23080
31157,1.0,0.0,1.0,60.75,37.1,LDVD,LDVG,0.28392680268707005,0.304163970844161,0.02023716815709098,0.11140712409331899,0.11489015246624036,17004.0,20100.0,3096.0,22570.3333333333,23280
31165,-1.0,1.0,0.0,38.94,36.39,LSOC,LDVC,0.2106484370961487,0.23928304415454282,0.02863460705839413,0.06571367530907081,0.07853698019290416,5827.0,6448.0,621.0,21884.6666666667,23310
31169,-1.0,1.0,0.0,47.79,37.83,LUG,LDVD,0.3556487261694491,0.3993744777657197,0.04372575159627062,0.1487143842667384,0.17553295235383173,6273.000000000002,6982.0,708.9999999999982,25574.5714285714,26860
31187,0.0,1.0,1.0,39.24,50.03,LDVG,LDVG,0.2571514925598283,0.29666743202944423,0.03951593946961596,0.10907622076925635,0.118797626495824,11742.999999999996,12119.0,376.00000000000364,22961.4285714286,25080
31193,-1.0,1.0,0.0,50.4,50.53,LDVG,LNC,0.15675258070499998,0.18392521277875926,0.02717263207375928,0.037013660482,0.03452464150979968,1876.0,1895.0,19.0,19408.5,20840
31239,0.0,0.0,0.0,51.42,38.84,LDIV,LNC,0.10704600780952386,0.1393643031784841,0.03231829536896025,0.014950559749933557,0.02750611246943765,1768.9999999999925,1636.0,-132.9999999999925,16816.6666666667,18700
31311,-1.0,1.0,0.0,46.38,56.63,LDVG,LNC,0.157570422535211,0.18771267688072893,0.030142254345517927,0.04577464788732397,0.05476986272466442,1150.0,1200.0,50.0,20202.0,22330
31446,0.0,1.0,1.0,39.95,35.53,LUG,LDVG,0.3803848776470869,0.3962800690340293,0.015895191386942398,0.14796671114153237,0.15511293499019022,13985.999999999998,14730.0,744.0000000000018,23040.6666666667,23940
31499,0.0,1.0,1.0,50.48,45.64,LUG,LDVG,0.2055240826871002,0.23579277864992151,0.030268695962821307,0.08245308249905678,0.08424908424908426,9066.999999999996,9555.0,488.00000000000364,21271.2,23200
31555,0.0,0.0,0.0,52.06,51.98,LUD,LDVD,0.31598446074116515,0.34383162302416675,0.027847162283001603,0.14749865872887566,0.15637076715351284,466296.99999999994,498003.0,31706.00000000006,20100.0,21440
32160,0.0,1.0,1.0,53.69,50.17,LUG,LSOC,0.24206111443978431,0.2696120622503676,0.027550947810583287,0.08975434391851408,0.10741938120718925,8345.0,9227.0,882.0,21604.7619047619,23490
33003,0.0,1.0,1.0,35.4,39.08,LSOC,LDVG,0.13187782198987782,0.16763639611518158,0.035758574125303755,0.04238577128091753,0.04497165267255745,15314.999999999996,16591.00000000001,1276.0000000000146,19231.4285714286,20570
33029,0.0,0.0,0.0,42.69,37.39,LDVD,LDVC,0.2057057057057057,0.2445992812721264,0.0388935755664207,0.06362612612612613,0.0839108341641993,5328.0,5625.0,297.0,21726.3888888889,23840
33167,0.0,1.0,1.0,41.77,62.78,LUG,LUG,0.17342514407919085,0.207118528055318,0.033693383976127145,0.059686465604629875,0.0576932992993892,16756.000000000007,18013.00000000001,1257.0000000000036,18241.4285714286,19650
33281,0.0,1.0,1.0,48.81,64.92,LUG,LUG,0.2708954255069925,0.3198035463031563,0.0489081207961638,0.10590300987067144,0.1225101833989248,69301.0,74009.00000000001,4708.000000000015,21636.0,23640
33314,0.0,0.0,0.0,54.02,38.02,LUD,LDVC,0.10611445147520997,0.1022816679779701,-0.0038327834972398667,0.025695202168552898,0.014752163650668764,4924.000000000015,5084.0,159.99999999998545,17718.0,18560
33318,0.0,0.0,0.0,51.89,50.57,LUD,LDVD,0.26145912605586263,0.2969211421187421,0.035462016062879465,0.1112331115589706,0.12354850597324134,61513.999999999985,65865.99999999999,4352.0,22490.5,24520
33339,0.0,0.0,0.0,42.86,41.47,LDVD,LNC,0.13945086705202306,0.18569506512472272,0.046244198072699666,0.06647398843930633,0.07250068830293203,1393.0,1383.0,-10.0,20442.1785714286,21940
33449,1.0,0.0,1.0,60.21,52.46,LUD,LDVG,0.2523466763789235,0.297916794018964,0.045570117640040486,0.10068830307711486,0.11156990255650301,29779.000000000007,32357.0,2577.9999999999927,23888.0952380952,25690
33529,0.0,0.0,0.0,45.98,44.19,LUD,LLR,0.18743327002596086,0.24397032859717488,0.05653705857121402,0.051194366577627326,0.061924839697519864,25989.999999999996,26269.00000000001,279.00000000001455,21175.0,23080
34003,0.0,0.0,0.0,47.91,55.09,LUD,LLR,0.15406103665929963,0.17335346249947228,0.019292425840172656,0.03216952099713066,0.033081139054925955,26111.0,29200.999999999975,3089.9999999999745,17608.6666666667,19410
34009,-1.0,1.0,0.0,50.81,53.92,LDVG,LNC,0.16884661117717004,0.20165213993828757,0.03280552876111753,0.032699167657550536,0.05943689205769785,1682.0,1764.0,82.0,18786.9230769231,21390
34014,0.0,0.0,0.0,57.52,53.24,LDVD,LNC,0.3840531561461796,0.41821346075542554,0.03416030460924596,0.15681063122923597,0.1478705575756608,1487.0,1483.0,-4.0,26994.6666666667,30100
34028,0.0,1.0,1.0,37.31,38.5,LDVG,LDVG,0.14587765824601753,0.17577836341879796,0.02990070517278043,0.024903714349185084,0.02834824628227793,6108.000000000022,5735.999999999999,-372.00000000002274,16615.0,17330
34057,0.0,0.0,0.0,53.89,52.05,LUMP,LDVC,0.3336799882457843,0.37860348529404586,0.04492349704826154,0.12748680749762584,0.12460334991547824,19156.999999999996,23468.999999999993,4311.999999999996,22665.0,24160
34079,0.0,0.0,0.0,38.27,35.69,LDIV,LDVC,0.1643996230983664,0.17946393841614922,0.015064315317782823,0.04140056280371039,0.04129895981421372,8480.999999999996,9126.0,645.0000000000036,17057.3333333333,18330
34108,0.0,1.0,1.0,56.89,58.01,LUG,LDVG,0.15686051928508898,0.18670727061899636,0.02984675133390738,0.041470448029762186,0.045514980071918294,22896.000000000004,23485.0,588.9999999999964,18552.5,20630
34116,0.0,1.0,1.0,56.47,50.0,LDVG,LDVG,0.33523554540782957,0.35234647793834734,0.017110932530517764,0.11652915633180941,0.1400279974134543,7596.999999999998,8884.999999999989,1287.999999999991,21496.1904761905,22700
34142,0.0,1.0,1.0,51.88,47.04,LUG,LDVG,0.14469584067199567,0.17546165309628445,0.030765812424288774,0.03576751117734724,0.029664368293664808,7381.0,7382.0,1.0,15741.7391304348,16920
34145,0.0,0.0,0.0,43.65,46.16,LDVD,LDIV,0.14529221622932098,0.17765243737548947,0.03236022114616849,0.04160687714447183,0.041272789716546174,24873.000000000007,26355.999999999993,1482.9999999999854,16700.7466666667,18340
34146,0.0,0.0,0.0,52.31,51.04,LDIV,LDIV,0.15577896909884154,0.19380096996284857,0.03802200086400703,0.04369452255818938,0.054703665340363736,3767.0,4484.0,717.0,19097.5862068966,20210
34151,-1.0,1.0,0.0,39.67,51.87,LDVG,LDIV,0.15169305647330728,0.17518386446392648,0.0234908079906192,0.03901435299640004,0.034519354434429085,6176.999999999994,6395.0,218.00000000000637,18458.0,20010
34154,0.0,1.0,1.0,42.71,45.2,LDVG,LDVG,0.24349020559861606,0.28141986584965506,0.037929660251039,0.08585303922079605,0.09050389104648371,16765.000000000004,16713.99999999999,-51.00000000001455,21265.0,23710
34157,-1.0,1.0,0.0,51.86,48.13,LDVG,LDIV,0.1530504055200249,0.18378305490386834,0.03073264938384343,0.04342512962548676,0.03994551546930257,11196.000000000004,12384.999999999987,1188.9999999999836,18144.0,20230
34172,0.0,1.0,1.0,37.54,47.23,LDVG,LUG,0.2673890797512196,0.29352221126689726,0.026133131515677643,0.0972540843178618,0.1079016457069575,275318.00000000006,299096.0,23777.99999999994,17247.9166666667,18870
34198,0.0,0.0,0.0,50.68,48.34,LUD,LUDI,0.25965452745076467,0.30965755362931074,0.05000302617854607,0.1058422268676422,0.08644917956900078,9089.0,9438.000000000004,349.00000000000364,23171.9047619048,25070
34199,1.0,0.0,1.0,51.35,59.24,LDVD,LDVG,0.18804177627552537,0.22604047346315387,0.037998697187628494,0.04910516848032808,0.04327351406389207,8200.000000000022,7857.0,-343.0000000000218,16317.6,17920
34213,0.0,1.0,1.0,49.85,51.47,LDVG,LDVG,0.17909015716576804,0.2100577302471303,0.03096757308136225,0.06056493221749227,0.06367769576117377,6089.0000000000055,6008.0,-81.00000000000546,19739.3333333333,21720
34217,0.0,1.0,1.0,40.7,56.03,LDVG,LECO,0.3564179213379823,0.40228349706429667,0.04586557572631439,0.11458909508036995,0.14145413726175596,4953.999999999998,6007.0,1053.0000000000018,23394.5,25140
34239,0.0,0.0,0.0,42.72,44.25,LDIV,LDIV,0.19384395002449245,0.22797600252604988,0.03413205250155743,0.06253669563983051,0.06157246605620461,5648.0,6334.0,686.0,19235.2380952381,20440
34270,1.0,0.0,1.0,48.18,45.09,LUD,LDVG,0.28375432020261954,0.3468771037877573,0.06312278358513779,0.10949456966038838,0.12670334669382902,8595.000000000005,11843.0,3247.9999999999945,24074.0,24660
34276,0.0,1.0,1.0,52.49,54.45,LSOC,LSOC,0.26659528907922914,0.30294359970541407,0.03634831062618493,0.10813704496788008,0.11282191371114818,4670.0,4893.0,223.0,21609.5,23760
34301,0.0,0.0,0.0,47.63,47.1,LUD,LDVD,0.17040393034376608,0.21138130409780956,0.04097737375404348,0.04000738213404228,0.04766768617474749,44136.0,44576.0,440.0,16732.0,18780
34336,0.0,1.0,1.0,50.58,52.53,LDVG,LECO,0.15037593984962405,0.16371509172929347,0.013339151879669414,0.047697368421052634,0.03540132842135716,4256.0,4099.0,-157.0,18247.8571428571,19710
34337,0.0,1.0,1.0,51.34,51.07,LDVG,LDVG,0.20758066200271483,0.23995512841300656,0.032374466410291736,0.05523650412446486,0.07102334879026331,9577.0,10463.0,886.0,20392.0,22580
35040,-1.0,1.0,0.0,52.21,53.39,LDVG,LDIV,0.18607995398331895,0.22596171116372826,0.039881757180409316,0.04457865976416451,0.07255602095239042,3477.0,3632.0,155.0,21027.3333333333,22660
35093,0.0,0.0,0.0,55.5,42.24,LDVD,LDVD,0.23842217149598585,0.2763634872983334,0.037941315802347525,0.05733168904109239,0.06330809214578464,9846.0,10234.999999999998,388.9999999999982,21935.5,24550
35188,1.0,0.0,1.0,45.22,53.81,LDVD,LDVG,0.1931015647519259,0.2376841430213981,0.04458257826947218,0.06947595612520946,0.0706917875176205,6473.999999999998,6743.0,269.0000000000018,21908.8461538462,23550
35238,0.0,1.0,1.0,55.83,65.35,LUG,LUG,0.2720497926986762,0.3112707025960143,0.03922090989733812,0.1214779305902058,0.13526090796883006,213454.0,222485.0,9031.0,20110.5555555556,21760
35288,0.0,0.0,0.0,41.3,70.7,LDVD,LDVD,0.20851902464034178,0.2661647657782147,0.05764574113787291,0.05809383046628433,0.06794221494542384,45980.00000000001,46995.00000000001,1015.0,20198.0,22260
37003,-1.0,1.0,0.0,53.76,40.84,LDVG,LUD,0.17186428301077117,0.2223421501038655,0.05047786709309432,0.050312692234769356,0.061188622565056486,13371.000000000002,12569.0,-802.0000000000018,19347.0,21420
37063,-1.0,1.0,0.0,46.66,56.87,LDVG,LLR,0.09056478123706961,0.11640224515852522,0.02583746392145561,0.015815860736763113,0.030262422820664762,5058.0,4895.0,-163.0,17369.0,19050
37072,0.0,0.0,0.0,62.47,54.38,LDVD,LDVD,0.19084022539969692,0.2062507751457274,0.015410549746030483,0.05179748856476354,0.03534664516929183,8073.0,8063.0,-10.0,19347.0,21200
37261,1.0,0.0,1.0,49.76,54.94,LUD,LUG,0.23590124572806637,0.27144551223169494,0.035544266503628574,0.09300328664536321,0.09852260750153355,136125.0,137849.99999999997,1724.999999999971,18883.8461538462,20210
38053,0.0,0.0,0.0,47.84,42.44,LUMP,LUD,0.1830644444216192,0.20266324552568826,0.019598801104069058,0.05860683857087156,0.06121772470455624,27366.000000000007,29389.0,2022.9999999999927,18705.0,19960
38151,0.0,1.0,1.0,45.19,36.89,LUG,LUG,0.17599266476746267,0.18502676983727834,0.009034105069815668,0.05779284672538442,0.04908433340175702,35875.00000000001,36970.0,1094.9999999999927,18321.1111111111,19230
38158,0.0,1.0,1.0,46.76,41.57,LDVG,LDVG,0.28574126082306284,0.29186858290807455,0.0061273220850117105,0.11139349032884388,0.10498349806309874,10152.999999999998,10111.999999999987,-41.000000000010914,22316.4285714286,23990
38169,0.0,0.0,0.0,33.42,61.34,LFG,LDVC,0.1942877103532455,0.2102483224346317,0.015960612081386216,0.07067096690726056,0.07418020296276245,22366.000000000004,23049.000000000007,683.0000000000036,18603.2,19820
38185,0.0,1.0,1.0,40.03,53.14,LVEC,LDVG,0.29373345075982404,0.31878011719652505,0.025046666436701004,0.13998079050370946,0.14745049170114197,160778.99999999997,158239.99999999997,-2539.0,19773.3333333333,21170
38193,-1.0,1.0,0.0,31.3,55.73,LDVG,LDVC,0.18235939629819353,0.19843196043527267,0.016072564137079137,0.07321071375680155,0.07216950998884429,16040.0,16717.0,677.0,18522.6666666667,19820
38229,1.0,0.0,1.0,46.56,53.86,LUMP,LDVG,0.41200842766635404,0.4419609836035546,0.029952555937200587,0.17038696893039879,0.18639854769437453,17323.000000000004,18220.999999999996,897.9999999999927,28450.0,29200
38298,1.0,0.0,1.0,34.66,37.38,LDVD,LDVG,0.10142759164273102,0.12119801365611421,0.019770422013383193,0.01728893203239214,0.024053382991930477,6675.99999999998,6444.0,-231.99999999998,16496.0,17840
38337,-1.0,1.0,0.0,55.07,46.54,LDVG,LDVD,0.19491374062298428,0.211158917052966,0.016245176429981717,0.051087642568177154,0.06595484082307766,6128.000000000002,6645.0,516.9999999999982,20105.0,21420
38449,0.0,1.0,1.0,48.61,52.46,LDVG,LDVG,0.1552845239401994,0.15665573998846147,0.0013712160482620694,0.031930975690073915,0.04455752441033821,5995.000000000002,6076.0,80.99999999999818,19700.0,21710
38517,-1.0,1.0,0.0,43.03,52.36,LSOC,LDIV,0.20623856479584968,0.245045333295366,0.038806768499516336,0.07602263102452658,0.08033473030997083,7632.0,7754.99999999999,122.99999999999,20550.0,22240
38545,0.0,0.0,0.0,50.54,34.76,LDVD,LDVD,0.19885875084368315,0.2310380594671696,0.03217930862348645,0.07301988081961118,0.06607050975490283,8029.999999999989,8614.0,584.0000000000109,23021.3333333333,24830
38553,0.0,0.0,0.0,47.19,46.15,LDVD,LDVC,0.16872765788821106,0.16356091176455625,-0.0051667461236548085,0.05146281700233009,0.05224853360680203,18463.0,18891.000000000007,428.0000000000073,17448.0,18680
38562,1.0,0.0,1.0,55.53,44.46,LMDM,LDVG,0.16119562316519884,0.17839268914039388,0.017197065975195047,0.05484387510008006,0.03861383923063126,7494.0,7304.99999999999,-189.00000000001,19892.5,21150
39478,0.0,0.0,0.0,51.31,46.52,LDVD,LDVD,0.13285772305980503,0.14949115869927573,0.0166334356394707,0.033227063242311346,0.030127733110697233,10096.0,8894.999999999998,-1201.0000000000018,17597.3333333333,19110
40209,0.0,1.0,1.0,44.16,47.81,LSOC,LDVG,0.22458118350055192,0.256729460784946,0.032148277284394094,0.06164509250802308,0.06866802975819025,4924.0,5519.0,595.0,22380.6666666667,23670
40279,0.0,1.0,1.0,50.11,39.09,LDVG,LDVG,0.18422119777797774,0.1949758739819115,0.01075467620393375,0.04678424392088088,0.04538418983019436,13189.000000000002,14125.999999999987,936.9999999999854,19548.0,21230
40281,0.0,0.0,0.0,44.57,53.67,LUD,LDVD,0.2049952375912795,0.24365465343225934,0.038659415840979844,0.057254735950894274,0.05988507879003846,9449.0,9726.0,277.0,20453.8095238095,22100
40284,1.0,0.0,1.0,58.78,57.52,LUD,LDVG,0.16548537930227383,0.19004873044370352,0.024563351141429685,0.03330796973062024,0.041677353167478844,7717.000000000015,7798.0,80.99999999998545,19480.0,21150
41136,1.0,0.0,1.0,50.93,48.81,LDVD,LDVG,0.13264482814264966,0.15419288719588423,0.021548059053234564,0.04405357431015007,0.04617271516926875,6197.0,6211.0,14.0,19598.6666666667,20940
41194,0.0,1.0,1.0,45.3,39.58,LSOC,LDVG,0.12687728128449882,0.13796606299361902,0.011088781709120199,0.03287595788614599,0.03511745674888324,17459.000000000004,18205.999999999975,746.9999999999709,18686.6666666667,20130
41232,0.0,0.0,0.0,54.02,57.95,LDVD,LDVD,0.09744349759170062,0.12367795889169239,0.026234461299991768,0.025750277880696556,0.03937385100111675,5398.0,4925.0,-473.0,19257.3333333333,20470
42005,0.0,0.0,0.0,42.16,59.84,LDIV,LDVC,0.1429143456994382,0.17126955526067575,0.02835520956123755,0.04479108279214556,0.04553843878604111,9875.999999999976,10108.0,232.00000000002365,18537.6666666667,20880
42095,-1.0,1.0,0.0,47.41,53.46,LUG,LDVD,0.1134114367468881,0.12595395282766728,0.012542516080779179,0.0255902700139219,0.022968800010167517,16931.0,16952.999999999993,21.999999999992724,17636.6666666667,18450
42218,0.0,0.0,0.0,47.71,58.91,LUD,LDVD,0.17894307293327325,0.19635506722627288,0.01741199429299964,0.059076153040233045,0.06273608005742325,170761.0,174081.99999999994,3320.999999999942,17694.0,18410
43112,0.0,0.0,0.0,52.86,42.74,LDVD,LDIV,0.18281000532197977,0.1488722361954793,-0.03393776912650048,0.030601383714741883,0.025718704857077456,3758.0,3451.0,-307.0,18066.0,19990
44020,-1.0,1.0,0.0,37.41,52.93,LUG,LDVC,0.20381013966458708,0.2517521724239348,0.04794203275934769,0.07210571556510412,0.08954342914946793,18675.000000000004,20450.0,1774.9999999999964,21046.6666666667,22740
44043,0.0,0.0,0.0,45.41,49.74,LDVD,LDVD,0.22489827849282712,0.26590394501982534,0.04100566652699822,0.08375700928774102,0.10343397116306513,6716.999999999996,7507.0,790.0000000000036,21514.0,23740
44052,0.0,0.0,0.0,31.08,48.14,LDVD,LDVC,0.1040447273891985,0.1250326176531184,0.02098789026391991,0.020357329052227043,0.02071898873827502,7546.999999999997,8109.000000000001,562.0000000000036,19689.1304347826,21560
44069,0.0,0.0,0.0,55.8,47.14,LDVD,LDVD,0.21609871325496646,0.25751956456978875,0.04142085131482229,0.06653772695791339,0.06958202730446186,16126.999999999998,16041.999999999996,-85.00000000000182,21417.3913043478,24010
44084,0.0,1.0,1.0,45.07,55.05,LDVG,LDVG,0.19187449382341387,0.2137510121790189,0.02187651835560503,0.06747520477874673,0.062437048443131624,8058.000000000027,8517.0,458.9999999999727,20931.1111111111,22860
44087,0.0,0.0,0.0,37.93,53.16,LDVD,LDVC,0.1271391674155064,0.15346450411791107,0.026325336702404667,0.03616481755963697,0.039062990318073136,7315.000000000002,7626.00000000001,311.0000000000082,19358.0,20980
44103,-1.0,1.0,0.0,50.57,57.06,LUG,LDVC,0.1103131285816935,0.14299866291588043,0.03268553433418693,0.01905183459350967,0.02418573601732169,7036.999999999999,7215.999999999995,178.99999999999636,19187.5,21480
44109,0.0,1.0,1.0,56.22,59.67,LUG,LUG,0.30019084062096296,0.34922603321905,0.04903519259808703,0.13031794836271593,0.15451417878242976,298029.0,320732.0,22703.0,20725.652173913,22960
44120,0.0,0.0,0.0,50.96,42.43,LDVD,LDVC,0.18644185260434176,0.22757569986669207,0.04113384726235031,0.06239683570670151,0.06951056941534946,4841.0,5251.0,410.0,20472.0833333333,22160
44135,0.0,0.0,0.0,38.13,48.13,LUMP,LDVC,0.19915254237288135,0.2496353372385343,0.050482794865652936,0.03568242640499554,0.037144412904786386,4484.0,4024.0,-460.0,21587.8260869565,24210
44143,0.0,1.0,1.0,47.39,60.62,LUG,LDVG,0.23291597254241098,0.2965994824777002,0.0636835099352892,0.08939582666373284,0.10766923512251585,39505.0,42992.99999999999,3487.9999999999927,20564.4444444444,22490
44162,0.0,1.0,1.0,46.72,43.19,LUG,LUG,0.22454821678886552,0.27040634247774026,0.045858125688874735,0.08060726093491574,0.09486313623571486,44337.0,49067.00000000003,4730.000000000029,20338.0357142857,21930
44184,0.0,1.0,1.0,53.44,57.15,LSOC,LDVG,0.1910201611657041,0.22622544153574348,0.035205280370039366,0.05383873797203821,0.06672182384435227,69350.00000000001,71887.0,2536.9999999999854,19208.5,21100
44204,1.0,0.0,1.0,50.1,51.71,LDVD,LDVG,0.26040697404484736,0.30269058295964124,0.04228360891479388,0.12060836355982156,0.12985799701046338,9108.999999999996,10704.0,1595.0000000000036,23478.8,25230
45028,-1.0,1.0,0.0,58.41,41.43,LDVG,LDIV,0.16493241415559579,0.18828906599398038,0.02335665183838459,0.05815334440225041,0.05893991360283383,7564.0,7384.0,-180.0,20008.0,21000
45053,0.0,0.0,0.0,53.48,37.01,LDIV,LDVD,0.10901554463895048,0.1254395455786462,0.016424000939695718,0.03201155685800472,0.032826782556259405,5742.0,5212.0,-530.0,19062.8985507246,20360
45147,1.0,0.0,1.0,55.47,46.51,LDVD,LUG,0.16978501051521813,0.2078108852265648,0.03802587471134666,0.061202547532559354,0.06984774365304189,20791.0,21104.00000000001,313.0000000000109,19365.7142857143,20470
45286,0.0,0.0,0.0,47.06,39.29,LUMP,LDVC,0.2797330868507451,0.3225417395756842,0.04280865272493911,0.08674408274696885,0.12768714401517595,8281.0,9225.0,944.0,24089.0,24740
45338,0.0,0.0,0.0,41.43,41.45,LDVD,LDVD,0.14112668483672727,0.15298703372187006,0.011860348885142785,0.03995041144277196,0.04974674402998727,6905.000000000007,6835.0,-70.00000000000728,20685.3333333333,21730
46102,0.0,1.0,1.0,43.38,42.62,LUG,LUG,0.23343030988185956,0.2745476542021284,0.04111734432026884,0.06628877748657139,0.07548300678809833,9820.000000000044,9783.999999999987,-36.00000000005639,20093.4782608696,21340
47004,-1.0,1.0,0.0,40.68,46.35,LUG,LDVD,0.1252597835189111,0.12235483503186761,-0.0029049484870434794,0.032021503977278,0.023450841115053255,4324.0,4253.0,-71.0,16124.0,17180
47032,0.0,1.0,1.0,52.35,39.99,LUG,LDVG,0.17776956613594125,0.21204343039836132,0.03427386426242007,0.07094382348407978,0.05991340574056381,6166.000000000005,6222.0,55.99999999999545,20936.0869565217,22290
47049,0.0,0.0,0.0,56.43,55.71,LDIV,LNC,0.1282591769026305,0.14820474885892543,0.019945571956294927,0.03160635508152548,0.027768594435790384,2349.0,2402.0,53.0,17540.6666666667,18660
47157,1.0,0.0,1.0,54.1,54.62,LDVD,LDVG,0.14758419303130363,0.1692589807874137,0.021674787756110064,0.036382036592872175,0.03941360594831173,17747.999999999996,17265.0,-482.99999999999636,17499.3333333333,19160
47175,-1.0,1.0,0.0,46.44,52.85,LDVG,LNC,0.18728373702422146,0.20614427446455816,0.018860537440336694,0.05406574394463668,0.03219749787277245,2312.0,2338.0,26.0,19158.6666666667,20550
47201,0.0,1.0,1.0,35.25,54.29,LUG,LDVG,0.17498515484302626,0.21075705731394354,0.03577190247091727,0.03695403329522566,0.07057313943541488,9546.000000000002,9352.0,-194.00000000000182,19542.3076923077,20940
47310,0.0,0.0,0.0,47.07,43.01,LDVD,LDVC,0.10595889039828969,0.12614675383656637,0.02018786343827668,0.022073765571055077,0.023134920315665223,8973.0,9213.0,240.0,17248.5,18110
47323,-1.0,1.0,0.0,42.93,49.8,LUG,LDVD,0.15079798587824012,0.16352221909216708,0.012724233213926961,0.03582831805480726,0.03517080630705365,23262.999999999993,21690.00000000001,-1572.9999999999818,17438.3333333333,18720
49035,0.0,0.0,0.0,45.61,55.43,LDVD,LDIV,0.28761799858216064,0.31733599850343047,0.029717999921269833,0.10607048142695566,0.11460574098678024,6575.000000000003,6756.99999999999,181.99999999998727,25030.6666666667,27180
49099,0.0,0.0,0.0,55.49,53.96,LDVD,LDVD,0.1719181184956611,0.1991826244799965,0.027264505984335385,0.05512739552785494,0.062481397084334374,53853.0,54357.00000000002,504.0000000000218,19282.0,21120
49328,0.0,1.0,1.0,43.72,63.78,LDVG,LDVG,0.17889067892553046,0.2006562072239494,0.021765528298418935,0.05233294048764349,0.05463339834385065,27301.000000000004,26154.0,-1147.0000000000036,18461.5,20310
50003,0.0,0.0,0.0,46.86,45.9,LDVD,LNC,0.2195824062273889,0.2989548991450132,0.07937249291762433,0.05721856078334954,0.05133548478814605,2798.000000000008,2869.0,70.99999999999181,23137.3333333333,25510
50041,1.0,0.0,1.0,57.94,47.91,LDIV,LDVG,0.11968318301961922,0.20243896721569946,0.08275578419608023,0.04819493145147061,0.056138685503140495,1471.0,11256.999999999987,9785.999999999987,18648.9456521739,23810
50129,0.0,1.0,1.0,51.81,46.14,LUG,LSOC,0.17265999489827902,0.21466026632450777,0.04200027142622875,0.05856252111793822,0.07284748703385108,80958.99999999997,77788.99999999996,-3170.0000000000146,18266.5384615385,21600
50218,1.0,0.0,1.0,43.4,50.03,LDIV,LDVG,0.16439300712128466,0.19275360290944185,0.028360595788157195,0.040586197251294386,0.037381245774653085,13349.999999999996,12558.00000000001,-791.9999999999873,18923.3333333333,20960
50502,0.0,0.0,0.0,52.88,43.56,LDVD,LDIV,0.19910461360734183,0.2108857246439913,0.011781111036649472,0.0492819174702586,0.05457728169716452,19426.000000000004,19205.999999999996,-220.00000000000728,18883.0,20240
51108,0.0,0.0,0.0,46.49,53.17,LUMP,LDVD,0.16208993712847355,0.18749610182068774,0.025406164692214184,0.056458610527241784,0.05837046408428109,45002.0,44336.00000000001,-665.9999999999927,18131.4285714286,19390
