COM;P20_POP;Delta_Cadres;Delta_Diplomes;MED19;MED13;Score_Gauche_Ecolo_2020;Score_Bloc_Gauche_2014
02238;1798,0;2,513900346931135;1,0185057887514404;19400,0;18834,6666666667;0,0;0,0
02239;1250,0;-0,8200555990026479;7,067719927318979;20320,0;17931,1111111111;0,0;0,0
02243;2958,0;-1,698872149356771;1,9742104439354833;19950,0;18636,6666666667;0,0;35,07462686567165
02245;1797,0;2,6494855438325975;-1,846977074275447;20650,0;19075,5555555556;0,0;51,08834827144686
02287;1045,0;-0,7270456866820254;2,241160300175295;24270,0;22151,3333333333;0,0;69,95708154506438
02290;2730,0;-0,676989900542984;1,364580349427161;22870,0;20846,0;0,0;100,0
02292;1331,0;1,3079238563615556;-0,2341944046034321;21040,0;19930,0;0,0;100,0
02296;1187,0;1,0973988335915583;2,704777685306169;21900,0;20197,3333333333;0,0;0,0
02298;1454,0;0,431364647972011;1,7009937440446912;19240,0;17027,6923076923;0,0;0,0
02304;2845,0;-0,8606391329171303;-0,3043768434404335;15490,0;13937,2222222222;0,0;48,714479025710425
02305;2970,0;-0,6131860964801255;1,266428952553257;18160,0;16890,9523809524;0,0;0,0
02307;2055,0;-0,0665480725649354;2,8451742816193253;22030,0;20268,3333333333;0,0;0,0
02312;1088,0;-0,4432459404704079;5,046678824259914;19500,0;17202,0;0,0;0,0
02315;1660,0;-0,6650671930084098;2,83790042181133;20330,0;18390,0;0,0;47,34177215189874
02318;1377,0;0,8032030856948951;3,646876880729412;19140,0;17536,5;0,0;43,2510885341074
02334;2946,0;0,237470958784117;0,773243386470428;17980,0;16681,5384615385;0,0;22,199170124481327
02340;5216,0;0,3755137769960055;2,676855775303359;19710,0;18333,8461538462;0,0;61,944235116804826
02359;1274,0;-1,397195557119164;0,4640571856805167;21220,0;19731,3333333333;0,0;100,0
02360;2780,0;5,624245424842681;4,674846699985881;21900,0;20325,3333333333;0,0;0,0
02361;4559,0;-1,0414213894952629;1,783362986129271;16440,0;15266,8055555556;20,85032032615026;100,0
02371;1567,0;0,0943867806782567;2,367229221758418;21030,0;19344,6666666667;0,0;0,0
02381;8684,999999999989;0,5254370734634985;1,2009175876646374;15910,0;15034,0;0,0;57,391056679008834
02382;1360,0;2,3686526442386837;4,4205142043811705;23160,0;21384,6666666667;0,0;0,0
02383;1441,0;1,091448089933964;2,569925505214197;23850,0;20959,0;0,0;0,0
02387;1007,0;3,7968134556039814;3,1811150178365075;24080,0;21386,6666666667;0,0;41,55313351498637
02397;1252,0;0,1609452321701825;-0,746940825970313;19910,0;18632,0;0,0;0,0
02408;24091,00000000001;-0,6327085199366351;0,9233510336129244;17440,0;16019,5652173913;0,0;41,19640297145836
02430;1270,0;1,3928560735431597;0,1364454572091116;19540,0;18043,3333333333;0,0;0,0
02439;1196,0;-0,156277182371741;3,7934552011932254;20870,0;18808,6666666667;0,0;0,0
