COM;ratio_cadres_20;P20_POP;ratio_cadres_14;P14_POP;ratio_sup_20;ratio_sup_14;MED19;MED13
01100;9,090909090909092;131,0;8,695652173913043;139,0;18,181818181818183;15,789473684210526;20970,0;19231,1111111111
01101;17,391304347826086;152,0;3,703703703703704;157,00000000000057;44,166666666666664;32,5;27470,0;22004,5
01102;2,680090694861649;966,0;5,027932960893854;957,0000000000013;20,140418869480012;18,591438444304348;22490,0;20947,3333333333
01103;19,39585361256729;2226,0;16,79721496953873;1459,0;47,96708401143251;43,465634075508234;40750,0;36382,0
01104;8,803221846724188;453,0;2,7027027027027026;461,0000000000008;34,4409909621062;27,859237536656888;25530,0;22047,2
01105;13,890532335579483;1867,0;13,957307060755337;1489,0;40,59076104412067;32,82876064333018;27000,0;25740,4
01106;3,333333333333345;178,0;3,8461538461538463;173,0;21,6417910447761;19,2;22170,0;19107,5
01107;17,391304347826114;136,0;9,523809523809524;136,0;36,792452830188644;29,52380952380952;22050,0;21548,0
01108;1,9213155163399505;1161,0;6,603981343735545;1198,0;20,844639498739404;19,24166223008682;21990,0;20093,3333333333
01109;12,933816646012719;2230,0;13,06532663316583;2163,0;33,500933764676184;29,169480081026332;32180,0;29177,5
01110;0,0;159,0;0,0;130,0;24,39024390243899;25,233644859813083;20480,0;20374,6153846154
01111;31,818181818181902;133,0;18,75;118,0;24,489795918367367;30,48780487804878;21330,0;20130,4761904762
01112;10,0;467,0;1,5384615384615383;416,0000000000013;33,23262839879154;26,666666666666668;23770,0;20757,5
01113;2,3039210059676263;817,0;6,106870229007633;828,0;26,67596489086479;20,34188034188034;22070,0;18627,5
01114;4,8146991063235465;693,0;3,599700400161168;563,0000000000011;28,661232859848383;22,385207719236114;27400,0;23717,1428571429
01115;4,679022909131492;1339,0;3,8646672644445412;1326,0;29,24025840435403;23,944875606088868;22470,0;20365,5
01116;0,0;496,0;3,4324942791762014;508,0;21,49287290626586;18,622448979591837;23090,0;20261,4285714286
01117;0,0;150,0;4,166666666666666;147,0;35,29411764705889;31,313131313131315;21460,0;21790,9523809524
01118;1,9427314802395699;1279,0;6,202174842043102;1236,0;19,628133093331616;25,617219045052224;25360,0;22891,7391304348
01121;5,555555555555555;116,0;3,7037037037037033;113,0;21,59090909090909;20,48192771084337;23740,0;19117,0
01123;7,887543989097036;1159,0;5,113636363636363;1089,0;30,61270822074246;24,02202009362436;24080,0;21421,2
01124;4,385964912280701;702,0;4,62962962962963;665,0000000000031;21,082089552238806;18,737672583826434;22050,0;20158,0
01125;4,069056498568646;604,0;3,1914893617021276;619,0;24,164195880179083;21,333333333333336;22480,0;21140,9523809524
01127;3,7777016760890505;506,0;2,8846153846153846;507,9999999999994;29,142925794358227;24,289405684754524;23760,0;21944,0
01128;9,25925925925926;301,0;9,803921568627453;291,0;19,555555555555557;17,209302325581397;21320,0;19762,0
01129;8,88888888888889;303,0;12,195121951219512;266,0;30,454545454545457;21,07843137254902;24560,0;22219,0476190476
01130;4,333107277473914;2368,0;8,713641962267445;1414,0;26,943047397786323;25,424012303280858;22850,0;21047,7777777778
01133;4,411764705882353;395,0;7,936507936507936;384,0;24,522292993630572;19,801980198019802;24120,0;20142,3809523809
01134;9,157698295392976;1792,0;9,385052375089623;1719,0;26,414212459730663;23,914561940663557;23110,0;21609,5
01135;15,720228495038599;2205,0;17,974683544303797;2086,000000000009;49,117382871752504;43,55300859598854;40730,0;33432,2222222222
01136;6,33518842686836;922,0;6,77710843373494;832,0;27,20060465478145;26,013513513513516;23490,0;21639,347826087
01138;5,476673427991886;2987,0;3,7376802864679717;3029,0;18,11926605504587;16,169665474718624;20530,0;18818,6666666667
01139;2,822541536149813;444,0;1,1363520590082945;451,0;17,518724385933254;12,535692220755188;19550,0;19302,8571428571
01140;3,8853879720713067;764,0;6,964925792941444;771,0000000000013;24,956765927863223;26,265161843253125;23500,0;21962,7777777778
01141;1,1611730557183904;443,0;1,5151515151515151;415,0;32,93540847764484;21,646341463414636;25060,0;22701,25
01142;10,657176868240176;4765,0;12,280701754385968;4441,0;33,68352151874581;29,13216804661147;24290,0;22105,2380952381
01143;22,56707908322804;9999,0;19,51613741206703;9099,999999999993;49,6364297817023;46,82717202026314;44820,0;39644,6666666667
01145;5,96577064953013;1190,0;5,485232067510549;1166,0;22,353694086443966;21,353360739434045;22310,0;20347,5
01146;2,7777777777777777;436,0;6,944444444444445;416,0;25,24271844660194;27,27272727272727;22750,0;20858,5714285714
01147;3,936931361614769;509,0;1,0638297872340428;475,9999999999978;15,845924707723643;13,793103448275861;19880,0;18516,1904761905
01148;5,999733112267516;1892,0;5,025476874624029;1845,0;21,64738509935088;17,486450507306213;22720,0;21025,25
01149;13,294797687861271;1094,0;10,97560975609756;1036,0;37,9746835443038;35,74193548387097;26270,0;24164,2857142857
01150;22,857142857142858;214,0;3,0303030303030303;222,0;45,3416149068323;40,37267080745342;24280,0;21064,5161290323
01151;4,2105263157894735;1139,0;4,2105263157894735;1150,0;25,52204176334107;21,42025611175786;23260,0;21997,619047619
01152;10,637258351861934;756,0;10,08403361344538;764,0000000000024;39,32761784382382;29,874776386404296;26060,0;24413,3333333333
01153;23,805186820998752;2123,0;21,293800539083556;2158,0;56,25447587175869;54,2654028436019;47550,0;42190,5
01155;0,0;142,0;4,3478260869565215;144,0;31,858407079646017;24,074074074074073;22370,0;19453,6666666667
01156;15,568535638695074;843,0;8,609271523178808;780,9999999999977;25,473847798342742;23,63636363636364;24600,0;23545,2380952381
01157;8,408896170924415;2339,0;14,971751412429379;2180,0;37,308311233480126;30,579474728242694;26090,0;24538,2857142857
01158;12,5;1053,0;13,071895424836603;972,0;40,08152173913043;35,42274052478135;34820,0;32178,2608695652
01159;5,081291489986469;3366,0;5,798728020950243;3225,0;24,00280924322898;20,04032258064516;22850,0;20792,0
01160;16,83466608408791;10612,0;19,803771064051475;9336,999999999995;52,28705037192661;49,324029881212084;26770,0;25508,3333333333
01162;25,0;65,0;22,22222222222222;65,0;34,78260869565217;21,951219512195124;;
01163;2,359882005899705;2016,0;5,293907396541296;2029,0;21,52145643693108;18,07999614215231;22760,0;20010,6666666667
01165;11,020408163265307;1586,0;11,587982832618025;1515,0;30,272727272727273;28,146013448607114;24830,0;22155,2380952381
01166;10,618653874946958;2417,0;10,941621277154152;2196,0;35,88948644668812;28,850499255062527;25200,0;23922,6666666667
01167;8,71885828437976;657,0;6,25;660,0;23,450398547755718;20,421052631578952;23170,0;22442,6111111111
01169;10,789909392306976;651,0;4,716981132075472;583,0;28,688567282377285;24,07783086102118;23800,0;22981,3043478261
01170;4,2858602219515936;1044,0;5,5865921787709505;1011,0;22,811833293585597;21,90760059612519;23020,0;20851,9047619048
01171;7,534843127777066;830,0;7,303370786516854;917,0;23,785835817632506;21,15085536547434;23720,0;21682,1428571429
01173;13,562917270587583;13177,0;13,68567923613292;11141,000000000002;43,32297376063005;39,636651285002635;33070,0;29909,5238095238
01174;3,225806451612903;176,0;10,714285714285714;175,0;37,404580152671755;28,906250000000007;25000,0;20598,0952380952
01175;3,994198399951375;790,0;8,283132530120483;842,0;20,33873956955716;16,695059625212945;21160,0;19838,1043478261
01177;7,40740740740742;184,0;6,896551724137931;177,0;35,97122302158278;35,338345864661655;22750,0;22120,4
01179;4,1269841269841265;1884,0;4,234527687296417;1907,999999999992;23,994452149791957;20,845070422535212;23250,0;21098,0952380952
01180;26,95035460992908;842,0;18,18181818181818;786,0;61,18421052631579;49,65156794425086;49690,0;37626,6666666667
01181;6,089932607137253;1241,0;13,009049773755658;1187,0;23,456366522496452;21,886336154776302;23810,0;22370,0
01183;11,908130270713752;1487,0;5,803571428571428;1423,0;30,624678118725484;23,122529644268774;24720,0;22699,4444444444
01184;5,785123966942149;756,0;7,086614173228346;793,000000000003;27,79783393501805;23,17073170731707;22470,0;20518,8
01185;5,3312449803004665;4824,0;2,594031452862729;3829,000000000012;29,4132473686399;21,018833992519987;21990,0;20198,1481481481
01187;10,072346382486069;615,0;2,403536717235679;700,9999999999975;30,379242669904343;25,36170421904906;23410,0;19554,3333333333
01188;6,481481481481481;681,0;4,301075268817204;601,0;26,79324894514768;24,10714285714286;22470,0;21337,2
01189;6,058300423869152;1123,0;5,0732807215332585;1144,0;27,345815862299265;24,062877871825876;27050,0;24640,0
01190;0,0;86,0;0,0;115,0;19,71830985915492;13,541666666666668;;
01191;7,407407407407378;152,0;0,0;172,99999999999926;19,999999999999936;14,400000000000002;24760,0;18076,1904761905
01192;6,391114860880301;2272,0;5,731452628392464;2294,0;27,192207779794426;22,601884900927054;22240,0;20589,0476190476
01193;6,839139578297856;220,0;0,0;231,0;27,48343318779035;24,324324324324326;22550,0;21037,2
01194;7,403846153846154;6337,0;6,856944905435422;6221,999999999985;26,701791359325604;22,719069254338624;22840,0;21018,4615384615
01195;8,425265353138217;1822,0;11,089609217408684;1709,0;36,72529249674912;33,454240757445405;24440,0;22651,9047619048
01196;6,878883400261114;1241,0;5,111481055741027;1124,0;26,26494118591221;22,699043528405245;21520,0;20743,3333333333
01197;15,356462301442066;377,0;5,88235294117647;356,0;38,012404189361874;35,34136546184739;24950,0;23871,5555555556
01198;12,45357197254359;266,0;12,500000000000004;276,00000000000085;41,12160010910279;35,55555555555556;23950,0;21715,0
01199;7,633802936048732;2129,0;8,627865335984119;2192,0000000000086;27,913330118802627;24,848674495452357;22060,0;19591,0
01200;11,428571428571429;213,0;6,06060606060606;210,0;24,848484848484848;27,450980392156865;22410,0;18410,9523809524
01202;7,57592258035384;7214,0;7,317170893411759;6953,0;26,385147026313412;21,712633486540454;22490,0;20407,6
01203;6,311470620653356;1306,0;3,0303030303030303;1191,0;29,11178303877322;22,247191011235962;23190,0;21579,1666666667
01204;8,028121826867851;746,0;6,231406135659484;699,0000000000011;32,468321331909735;31,011269741063956;25250,0;19953,7083333333
01206;6,214698670432104;274,0;11,76470588235294;262,0;27,928838947414715;27,692307692307693;23400,0;23616,6666666667
01207;6,188005752713673;314,0;7,6923076923076925;341,00000000000057;31,905783716216995;29,353233830845777;27960,0;23674,1666666667
01208;0,0;135,0;0,0;137,0;21,818181818181817;18,095238095238095;23500,0;19680,4166666667
01209;11,469925408479261;796,0;10,309278350515463;687,0;28,346795583892302;22,839506172839506;30330,0;27290,0
01210;5,26017114744028;231,0;0,0;238,0;26,277146631567383;24,983324409841778;21610,0;22883,3333333333
01211;9,093923895426052;1397,0;6,115107913669064;1426,0;29,065945763633778;27,452923686818632;23930,0;21551,0
01212;2,6548672566371683;712,0;6,25;708,0;14,75095785440613;13,046098355315152;21010,0;19551,5384615385
01213;9,81529063836337;1332,0;11,063829787234042;1248,0;25,408028062204952;22,97772567409144;23480,0;21497,619047619
01214;11,11111111111111;161,0;3,846153846153846;152,0;36,71875;40,33613445378152;24150,0;20486,0
01215;4,063333822871345;143,0;0,0;49,0;19,875708619210304;18,421052631578945;22100,0;
01216;6,489864818698978;893,0;7,580996049679753;884,0;27,347926691967174;24,593583989486;22280,0;19945,5
01219;3,4482758620689684;162,0;4,545454545454546;166,0;25,757575757575758;19,047619047619047;19170,0;17723,3333333333
01224;7,419382147108472;3296,0;7,023173121070249;3157,99999999999;22,83452229614337;21,038946757721696;22530,0;20638,8888888889
01225;13,271667904773166;383,0;18,461538461538463;395,0;41,60912749761037;34,2756183745583;25590,0;24268,1666666667
01227;5,88235294117647;642,0;6,666666666666668;458,0;28,893442622950822;26,011560693641616;23660,0;22168,3333333333
01228;5,914257201514934;668,0;1,9305019305019304;639,0;27,380141068625736;21,90082644628099;25750,0;21884,2857142857
01229;5,590241064088717;1226,0;4,0919042109151125;1148,9999999999948;22,860579303701932;21,40382677768414;23090,0;21033,3333333333
01230;2,0792947748234996;310,0;0,0;306,0;16,422987569516508;13,392857142857142;20700,0;18390,6666666667
01231;5,540367552608045;1948,0;4,986876640419948;1975,9999999999927;22,502051607237966;18,257839721254353;23750,0;20779,0
01232;4,960585078560445;2275,0;3,530775738799372;2205,0;26,882135161183367;21,84146422506947;22940,0;20095,2380952381
01233;4,761904761904748;130,0;4,0;130,0000000000005;30,303030303030265;23,46938775510204;23840,0;20239,0476190476
01234;3,4482758620689635;167,0;6,451612903225806;172,0;23,74100719424458;18,97810218978102;23820,0;20436,6666666667
01235;5,88235294117647;1179,0;6,140030353536666;1032,0;25,76312576312576;23,96251673360107;22340,0;20523,75
01236;6,539109647214723;1021,0;6,573957016434892;987,0;27,529546058038378;23,10924369747899;21740,0;20925,7142857143
01237;5,603400536547799;1674,0;7,023411371237458;1573,0;22,883036595701554;20,072661217075385;22800,0;20184,4
01238;12,949640287769784;2709,0;12,090680100755668;2482,0;40,560165975103736;36,35327635327636;27410,0;24850,9523809524
01239;5,653575986774938;631,0;2,857142857142857;634,9999999999981;38,87538454861149;22,413793103448278;23830,0;21956,7142857143
01240;5,637666354107482;628,0;4,901960784313726;649,000000000002;27,906781068903534;23,382045929018787;23260,0;20787,619047619
01241;4,101722717942781;1379,0;6,963788300835655;1310,0;32,10215338718348;31,995987963891675;24650,0;23787,619047619
01242;9,523809523809527;136,0;0,0;124,0;40,62500000000002;28,409090909090907;18380,0;18790,7692307692
01243;11,13314099338522;1262,0;9,62566844919786;1224,0;36,240452659745415;32,30593607305936;25670,0;23687,1428571429
01244;12,628255722178375;7998,0;10,636006100276093;7539,000000000003;32,43337397665912;30,247137252898952;23280,0;21367,619047619
01245;7,0052189387784045;950,0;13,259668508287293;883,9999999999965;35,26978423458528;30,59360730593607;24000,0;22302,2380952381
01246;4,904184355794905;2204,0;3,9274924471299086;2137,0;25,536630421815783;21,186981493299296;22590,0;20759,5
01247;11,320754716981133;299,0;10,416666666666666;347,99999999999875;38,76651982378855;37,994834980734716;28110,0;24002,7777777778
01248;17,318435754189945;2245,0;14,072847682119209;2130,0;41,833636915604124;35,41247484909456;28060,0;25003,3333333333
01249;14,713216957605985;10202,0;11,514124340579839;9424,999999999996;37,189856065798494;31,83246411608149;24860,0;22710,6666666667
01250;10,397946390810683;1979,0;9,13331684141711;1877,0;37,826742497368116;33,929961089494164;26310,0;24702,0952380952
01252;8,800465996897403;796,0;9,136212624584719;779,0;31,27372447710865;24,821428571428573;24980,0;22132,0
01254;11,935075365791802;2142,0;10,704225352112678;1893,0;39,60950378109292;31,008339651250942;25970,0;24586,1904761905
01255;4,105590986814271;651,0;1,1111111111111112;584,0;23,231977729226625;20,047169811320757;21410,0;20468,8
01257;3,3945241542480034;351,0;10,344827586206897;343,0;26,374007586766318;23,39622641509434;26580,0;24725,2380952381
01258;11,161146199037644;1194,0;11,891891891891891;1211,0000000000057;34,131839878665204;26,753864447086805;25410,0;23115,6
01259;5,405405405405405;708,0;7,6190476190476195;663,0;32,6;29,373650107991356;23790,0;21736,4285714286
01260;9,523809523809524;304,0;6,666666666666667;272,0;36,32075471698113;35,265700483091784;26450,0;24580,0
01261;10,092906055750154;681,0;7,518796992481204;655,0;37,78323095726772;32,05128205128205;27120,0;24484,7619047619
01262;9,017431255723476;6864,0;9,003729355354288;7036,0;28,41893223944077;24,4717246930972;22780,0;20005,0
01263;9,787928221859707;3761,0;9,655063839610811;3811,0;31,88040345821326;28,391703237248432;24320,0;22007,6666666667
01264;4,357955332118283;1017,0;6,775067750677506;1013,0;28,741318371956215;26,160337552742618;24080,0;21551,3043478261
01265;4,86600761358649;3499,0;2,5735294117647056;3409,0;19,32126333018086;15,937374548374148;19770,0;18042,5
01266;3,42387646679813;2576,0;4,323535682347465;2452,0;17,74950627527655;14,576649274417871;21720,0;20097,3333333333
01267;8,658585894623986;1008,0;7,142857142857144;1027,0;27,61230012578207;23,118279569892476;23400,0;20963,8095238095
01268;5,058647738351142;244,0;2,5;253,0;27,03684650771352;23,655913978494624;23680,0;20582,0
01269;5,917245162373095;3453,0;4,770775384018733;3534,0;21,48017226359738;16,929891310937265;17870,0;16359,6428571429
01272;3,9270489316535673;1490,0;3,3447096909371554;1494,0;22,092816679416465;16,980683577680864;22300,0;20780,6666666667
01273;6,318714571136559;1799,0;5,940181383093694;1645,0;26,47374200042566;22,812950619599658;21690,0;20431,9047619048
01274;5,611706877868491;632,0;2,0120724346076457;638,0;14,539629050522468;11,258278145695364;20050,0;17742,1739130435
01275;15,623357552448875;2596,0;15,046069767609572;2467,0;42,83341771414485;37,15243797466364;29160,0;26940,5555555556
01276;9,381761849474723;1627,0;8,760799902138029;1528,9999999999948;30,797940338774016;26,499761687444863;26110,0;23438,7380952381
01277;11,111111111111112;115,0;9,090909090909092;119,0;31,182795698924714;27,173913043478258;23650,0;21407,619047619
01279;0,0;77,0;0,0;96,0;30,43478260869559;20,547945205479454;;
01280;9,523809523809515;136,0;10,714285714285715;157,0;23,584905660377395;18,103448275862068;21040,0;20596,1111111111
01281;16,454591567158953;4591,0;17,824471136315545;4303,0;50,73992341725446;48,079678437460686;36440,0;33760,0
01282;17,54475600930668;258,0;15,384615384615385;258,0;31,838037016485483;28,497409326424872;24200,0;22423,0
01283;4,1489062255530085;22270,999999999985;4,187034407275112;22485,0;16,682168062942683;14,771743537244223;17510,0;16590,0
01284;5,3097345132743365;700,0;4,715050988991947;659,0;17,4573055028463;14,196261079214686;21800,0;19513,6
01285;13,506798384101026;1334,0;16,132811237105283;1153,0;41,04159445393075;36,33370825506821;28340,0;25576,8
01286;11,620634555031998;959,0;7,286061430211131;936,0;38,625091733145084;33,4285592539224;25240,0;23543,8095238095
01288;17,173598082879753;2777,0;15,037593984962406;2489,0;41,31003294470407;37,277185620568744;39260,0;34081,6666666667
01289;7,929436555202159;6460,0;7,836601925348062;6196,000000000002;30,045848040432727;27,53524416475136;23350,0;21632,0
