Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,winner
54115,Champigneulles,3.0,LDVD,M,DETHOU,Valentin,CHAMPIGNEULLES AU COEUR,23.0,0.0,6.0,1027.0,21.42,54.45,yes
54115,Champigneulles,4.0,LDVD,M,FELICANI,Pierre,UNION POUR CHAMPIGNEULLES,3.0,0.0,1.0,476.0,9.93,25.24,no
54215,Frouard,1.0,LDVG,M,LEICKNER,Yves,"ENSEMBLE POUR FROUARD, LA DEMOCRATIE ET L'HUMAIN D'ABORD",3.0,0.0,1.0,408.0,8.78,24.56,no
54215,Frouard,3.0,LDIV,M,GRAFF,William,FROUARDYNAMIC',5.0,0.0,1.0,531.0,11.43,31.97,no
54215,Frouard,2.0,LDVG,M,BARTOSIK,Pascal,ECOUTER FROUARD AGIR ENSEMBLE,21.0,0.0,5.0,722.0,15.54,43.47,yes
54263,Homécourt,5.0,LDVG,M,MARTIN,André,HOMECOURT-Dynamique-Solidaire-Responsable,5.0,0.0,1.0,526.0,13.22,32.27,no
54263,Homécourt,2.0,LDVG,M,TONIOLO,Jean,"DYNAMIQUE ET CITOYENNE, L'ALTERNATIVE POUR HOMECOURT",20.0,0.0,5.0,582.0,14.62,35.71,yes
54263,Homécourt,1.0,LDVG,M,BACCHETTI,Benoît,Homécourt Avenir Partagé Renouvellé,4.0,0.0,1.0,522.0,13.12,32.02,no
54274,Jarville-la-Malgrange,2.0,LDVG,M,MATHERON,Vincent,DEMAIN JARVILLE,22.0,0.0,2.0,914.0,17.26,50.11,yes
54274,Jarville-la-Malgrange,1.0,LDIV,M,DAMM,Claude,JARVILLE NOUVEL HORIZON,5.0,0.0,0.0,603.0,11.39,33.06,no
54274,Jarville-la-Malgrange,3.0,LDVG,M,LAVICKA,Claude,TOUS POUR JARVILLE,2.0,0.0,0.0,307.0,5.8,16.83,no
54300,Laneuveville-devant-Nancy,1.0,LDIV,M,DA CUNHA,Eric,LANEUV'VILLE D'AVENIR,21.0,0.0,2.0,839.0,17.74,45.72,yes
54300,Laneuveville-devant-Nancy,3.0,LDVD,M,FRÉMY,Yann,"ENSEMBLE, CONSTRUISONS DEMAIN",6.0,0.0,0.0,742.0,15.69,40.44,no
54300,Laneuveville-devant-Nancy,2.0,LECO,M,LAURENT,Olivier,LANEUVEVILLE AGISSONS POUR DEMAIN,2.0,0.0,0.0,254.0,5.37,13.84,no
54304,Laxou,4.0,LMDM,M,GARCIA,Laurent,VIVONS LAXOU,25.0,0.0,3.0,1756.0,21.45,50.47,yes
54304,Laxou,3.0,LDIV,F,WIESER,Laurence,AVEC VOUS POUR LAXOU,8.0,0.0,1.0,1723.0,21.05,49.53,no
54323,Longwy,4.0,LDVG,M,AGOSTINI,Marco,"LONGWY, une Gauche solidaire, citoyenne et écologiste",2.0,0.0,1.0,224.0,2.78,11.5,no
54323,Longwy,1.0,LLR,M,SERVAGI,Mathieu,CHANGER C'EST POSSIBLE AVEC MATHIEU SERVAGI,3.0,0.0,1.0,417.0,5.18,21.41,no
54323,Longwy,8.0,LDIV,M,JACQUE,Edouard,FAIRE ENSEMBLE,3.0,0.0,1.0,418.0,5.19,21.46,no
54323,Longwy,2.0,LDVG,M,FOURNEL,Jean-Marc,LONGWY AU COEUR,25.0,0.0,9.0,889.0,11.04,45.64,yes
54367,Mexy,3.0,LNC,M,WILMIN,Frédéric,MEXY L'ACTION CONTINUE,14.0,0.0,2.0,362.0,21.41,41.85,yes
54367,Mexy,4.0,LNC,M,TODESCHINI,Mario,ENSEMBLE POUR L'AVENIR DE MEXY,3.0,0.0,0.0,271.0,16.03,31.33,no
54367,Mexy,2.0,LNC,M,COCQUERET,Christophe,MEXY 2020 AMBITIONS CITOYENNES,2.0,0.0,0.0,232.0,13.72,26.82,no
54395,Nancy,5.0,LDVC,M,HÉNART,Laurent,NANCY POSITIVE,12.0,0.0,7.0,9533.0,18.72,45.46,no
54395,Nancy,6.0,LDVG,M,KLEIN,Mathieu,MATHIEU KLEIN - NANCY EN GRAND,43.0,0.0,26.0,11435.0,22.46,54.54,yes
54451,Réhon,2.0,LDIV,M,WEBER,Jean-Pierre,Continuons pour Réhon,22.0,0.0,2.0,626.0,25.16,60.89,yes
54451,Réhon,1.0,LDIV,M,DANLOY,Jean-Paul,ENSEMBLE POUR L'AVENIR DE REHON,5.0,0.0,1.0,402.0,16.16,39.11,no
54518,Thiaucourt-Regniéville,4.0,LNC,F,CONTOUX,Anne,AGISSONS ENSEMBLE POUR L'AVENIR DE THIAUCOURT REGNIEVILLE,2.0,0.0,0.0,114.0,16.84,28.72,no
54518,Thiaucourt-Regniéville,1.0,LNC,M,GOUTHIER,Bernard,thiaucourt autrement,1.0,0.0,0.0,81.0,11.96,20.4,no
54518,Thiaucourt-Regniéville,3.0,LNC,M,DOTTE,Jean-Claude,THIAUCOURT DEMAIN,1.0,0.0,0.0,45.0,6.65,11.34,no
54518,Thiaucourt-Regniéville,2.0,LNC,F,DUMONT,Margaret,UN NOUVEAU SOUFFLE POUR THIAUCOURT-REGNIEVILLE,11.0,0.0,2.0,157.0,23.19,39.55,yes
55029,Bar-le-Duc,1.0,LDVD,F,JOLY,Martine,MARTINE JOLY 2020,23.0,0.0,15.0,1298.0,13.13,38.45,yes
55029,Bar-le-Duc,2.0,LDVG,M,DEJAIFFE,Benoît,"Vivre, Partager, Innover à Bar-le-Duc",6.0,0.0,4.0,1148.0,11.61,34.0,no
55029,Bar-le-Duc,5.0,LDVC,M,PICHON,Pierre-Etienne,Dynamisons Bar-le-Duc,4.0,0.0,3.0,930.0,9.41,27.55,no
55122,Commercy,3.0,LDVG,M,MULLER,Bernard,AVEC VOUS POUR COMMERCY DEMAIN,6.0,0.0,3.0,685.0,20.07,44.98,no
55122,Commercy,2.0,LDVD,M,LEFEVRE,Jérôme,COMMERCY ENSEMBLE,23.0,0.0,11.0,838.0,24.55,55.02,yes
55154,Dieue-sur-Meuse,3.0,LNC,M,LEPAGE,Pascal,MIEUX VIVRE ENSEMBLE,3.0,0.0,1.0,267.0,23.26,44.28,no
55154,Dieue-sur-Meuse,2.0,LNC,M,LEPRINCE,Romuald,BIEN VIVRE ENSEMBLE,12.0,0.0,4.0,336.0,29.27,55.72,yes
55184,Euville,2.0,LNC,M,MAILLARD,René,Construisons ensemble,4.0,0.0,1.0,342.0,26.51,42.33,no
55184,Euville,1.0,LNC,M,FERIOLI,Alain,REUSSIR ENSEMBLE,15.0,0.0,3.0,466.0,36.12,57.67,yes
55291,Ligny-en-Barrois,1.0,LDVD,M,BRIEY,Franck,"Notre seul parti, c'est Ligny",5.0,0.0,1.0,548.0,19.11,40.35,no
55291,Ligny-en-Barrois,3.0,LDVG,M,BEAUXEROIS,Roger,Vivons Ligny,2.0,0.0,0.0,242.0,8.44,17.82,no
55291,Ligny-en-Barrois,2.0,LDVD,M,GUYOT,Jean-Michel,CAP AVENIR LIGNY,20.0,0.0,5.0,568.0,19.81,41.83,yes
55463,Saint-Mihiel,3.0,LDVD,F,SION-D'ETTORE,Louise,Saint Mihiel Passionnement,6.0,0.0,3.0,506.0,21.52,43.81,no
55463,Saint-Mihiel,1.0,LDVC,M,COCHET,Xavier,L'ÉQUIPE ENGAGÉE,21.0,0.0,14.0,649.0,27.61,56.19,yes
56003,Arradon,2.0,LDVG,M,BARRET,Pascal,ARRADON PROJET ECO-CITOYEN,22.0,0.0,2.0,1282.0,26.28,44.86,yes
56003,Arradon,3.0,LDVD,M,PERIES,Jean-Philippe,INSPIRATION ARRADON,6.0,0.0,1.0,1231.0,25.23,43.07,no
56003,Arradon,1.0,LDVC,M,MONNIN,Eric,MON ENGAGEMENT C'EST ARRADON,1.0,0.0,0.0,345.0,7.07,12.07,no
56007,Auray,3.0,LDVG,F,MASSON,Claire,Auray ville citoyenne,24.0,0.0,6.0,1953.0,19.94,42.61,yes
56007,Auray,4.0,LDVC,M,DUMOULIN,Jean,J'AIME AURAY,5.0,0.0,1.0,1296.0,13.23,28.28,no
56007,Auray,5.0,LDVC,M,GUYOT,Benoît,Auray Ensemble,2.0,0.0,0.0,563.0,5.75,12.28,no
56007,Auray,2.0,LDVC,M,ROCHELLE,Joseph,UNIS POUR AURAY,2.0,0.0,1.0,771.0,7.87,16.82,no
56008,Baden,3.0,LDIV,M,EVENO,Patrick,VIVRE BADEN,19.0,0.0,2.0,878.0,20.16,40.0,yes
56008,Baden,1.0,LDVG,M,LEGOFF,Claude,BADEN NOUVEAU CAP,3.0,0.0,0.0,511.0,11.73,23.28,no
56008,Baden,2.0,LDIV,M,PIQUET,Patrick,ENSEMBLE POUR BADEN 2020,5.0,0.0,0.0,806.0,18.51,36.72,no
56078,Guidel,2.0,LDVC,F,GOUJON,Anne-Maud,GUIDEL AVENIR,5.0,0.0,1.0,1427.0,14.92,31.27,no
56078,Guidel,1.0,LDVG,M,LAMY,Henri-Philippe,Guidel pour tous,4.0,0.0,0.0,1194.0,12.48,26.17,no
56078,Guidel,3.0,LDVC,M,DANIEL,Joël,Guidel au Coeur,24.0,0.0,3.0,1942.0,20.31,42.56,yes
56094,Kervignac,2.0,LDVD,M,LE PALLEC,Jean-Marc,Continuons Ensemble pour Kervignac,6.0,0.0,2.0,1227.0,24.48,41.27,no
56094,Kervignac,1.0,LDVC,M,SEGUIN,Sébastien,Kervignac pour l'avenir,1.0,0.0,0.0,293.0,5.85,9.86,no
56094,Kervignac,3.0,LDIV,F,LE FLOCH,Élodie,Trait d'Union pour Kervignac,22.0,0.0,8.0,1453.0,28.99,48.87,yes
56096,Landaul,2.0,LNC,M,LE PALUD,Didier,Landaul 20/26,3.0,0.0,0.0,364.0,19.59,35.41,no
56096,Landaul,1.0,LNC,F,OLLIVIER-FRANKEL,Dominique,LANDAUL ENSEMBLE,14.0,0.0,2.0,462.0,24.87,44.94,yes
56096,Landaul,3.0,LNC,M,CUVILLIER,Serge,Landaul construit son avenir,2.0,0.0,0.0,202.0,10.87,19.65,no
56101,Languidic,1.0,LDVG,M,SIMON,Jérémy,Languidic 2020 Osons l'Avenir,6.0,0.0,0.0,1273.0,20.42,43.06,no
56101,Languidic,2.0,LDIV,M,DUVAL,Laurent,LANGUIDIC UNE ENERGIE COMMUNE,23.0,0.0,2.0,1683.0,26.99,56.94,yes
56107,Larmor-Plage,3.0,LDIV,F,NORMANT,Marie-France,Agir pour Larmor-Plage,3.0,0.0,0.0,815.0,10.67,20.74,no
56107,Larmor-Plage,4.0,LDVG,M,MILES,Jean-Louis,Larmor Avenir,1.0,0.0,0.0,391.0,5.12,9.95,no
56107,Larmor-Plage,5.0,LDVD,F,MELIN,Brigitte,Larmor Plage Notre Trait d'Union,4.0,0.0,1.0,1146.0,15.0,29.16,no
56107,Larmor-Plage,2.0,LDVD,M,VALTON,Patrice,Ensemble pour Larmor-Plage,21.0,0.0,2.0,1578.0,20.65,40.15,yes
56116,Locmariaquer,1.0,LNC,F,LE CORRE,Aline,Lock' ensemble,1.0,0.0,0.0,169.0,10.72,17.6,no
56116,Locmariaquer,2.0,LNC,M,LE SOMMER,Charles,S'investir pour mieux vivre à Locmariaquer,3.0,0.0,0.0,322.0,20.43,33.54,no
56116,Locmariaquer,3.0,LNC,M,CAGNARD,Hervé,Locmariaquer : Cap sur l'avenir,15.0,0.0,1.0,469.0,29.76,48.85,yes
56118,Locmiquélic,1.0,LDVG,F,LE MAGUERESSE,Nathalie,Locmiquélic Avenir,5.0,0.0,0.0,727.0,21.86,37.42,no
56118,Locmiquélic,4.0,LDIV,F,DEPREZ,Cécile,Locmiquélic Citoyenne !,2.0,0.0,0.0,404.0,12.15,20.79,no
56118,Locmiquélic,3.0,LDVC,M,BERTHAULT,Philippe,AVEC ET POUR LOCMIQUELIC 2020,20.0,0.0,1.0,812.0,24.42,41.79,yes
56121,Lorient,8.0,LDVG,M,BLANCHARD,Bruno,BIEN VIVRE LORIENT,4.0,0.0,2.0,2664.0,6.95,19.55,no
56121,Lorient,2.0,LDIV,M,LOHER,Fabrice,UNISSONS LORIENT,31.0,0.0,15.0,4815.0,12.55,35.34,yes
56121,Lorient,3.0,LDIV,M,TONNERRE,Laurent,DEMAIN LORIENT,2.0,0.0,1.0,1672.0,4.36,12.27,no
56121,Lorient,5.0,LUG,M,GIRARD,Damien,"Lorient en commun, relevons les défis climatiques et sociaux !",8.0,0.0,3.0,4473.0,11.66,32.83,no
56167,Plougoumelen,3.0,LNC,M,LE LOREC,Gaël Marie Louis,VOTRE AMBITION PARTAGEE,3.0,0.0,0.0,369.0,17.81,35.93,no
56167,Plougoumelen,2.0,LNC,F,BERTHELOT,Léna,CONSTRUISONS DEMAIN PLOUGOUMELEN,16.0,0.0,2.0,658.0,31.76,64.07,yes
56177,Pluvigner,2.0,LDIV,M,LE CAM,Jean-Michel,Pluvigner ressources communes,1.0,0.0,0.0,270.0,4.42,10.08,no
56177,Pluvigner,3.0,LDIV,F,HINGRAY,Diane,Pluvigner Partageons Demain,21.0,0.0,3.0,1096.0,17.93,40.93,yes
56177,Pluvigner,1.0,LDIV,M,RICHARD,Bruno,Un Nouveau Souffle pour Pluvigner,1.0,0.0,0.0,249.0,4.07,9.3,no
56177,Pluvigner,4.0,LDIV,F,RIO,Aurélie,Agir ensemble pour Pluvigner,6.0,0.0,1.0,1063.0,17.39,39.69,no
56178,Pontivy,3.0,LDVG,F,DORÉ-LUCAS,Marie Madeleine,DEMAIN PONTIVY ECOLOGIQUE ET SOLIDAIRE,4.0,0.0,2.0,943.0,10.01,25.99,no
56178,Pontivy,2.0,LDVC,F,LE ROCH,Gaëlle,UNIS POUR PONTIVY,3.0,0.0,1.0,632.0,6.71,17.42,no
56178,Pontivy,4.0,LDIV,F,LE STRAT,Christine,PONTIVY AVANT TOUT,26.0,0.0,12.0,2053.0,21.79,56.59,yes
56186,Quiberon,1.0,LDIV,M,GOUARIN,Gildas,QUIBERON NATURELLEMENT,5.0,0.0,1.0,1120.0,23.34,38.54,no
56186,Quiberon,6.0,LREM,M,BENSOUSSAN,Alain,Quiberon passions,2.0,0.0,0.0,508.0,10.59,17.48,no
56186,Quiberon,5.0,LDIV,M,LE ROUX,Patrick,Patrick LE ROUX pour Quiberon,20.0,0.0,2.0,1278.0,26.63,43.98,yes
56212,Saint-Dolay,3.0,LNC,M,GERAUD,Patrick,SAINT-DOLAY TERRITOIRE D'AVENIR,14.0,0.0,2.0,411.0,21.78,38.96,yes
56212,Saint-Dolay,2.0,LNC,F,MALNOË,Muriel,VIVRE ET AGIR A SAINT-DOLAY,3.0,0.0,1.0,403.0,21.36,38.2,no
56212,Saint-Dolay,1.0,LNC,F,GÉRARD,Claire,SAINT DOLAY CITOYENS !,2.0,0.0,0.0,241.0,12.77,22.84,no
56234,Saint-Pierre-Quiberon,4.0,LNC,F,LE DUVÉHAT,Laurence,SAINT PIERRE QUIBERON PARLONS VRAI,2.0,0.0,0.0,301.0,12.82,21.97,no
56234,Saint-Pierre-Quiberon,2.0,LNC,F,DOYEN,Stéphanie,Sant Per Kiberen avec vous,15.0,0.0,2.0,671.0,28.58,48.98,yes
56234,Saint-Pierre-Quiberon,1.0,LNC,F,JOZAN,Marine,Ensemble pour Saint Pierre,2.0,0.0,0.0,398.0,16.95,29.05,no
56251,Theix-Noyalo,1.0,LDVD,M,SÉBILLE,Christian,THEIX-NOYALO DEMAIN ENSEMBLE,25.0,0.0,3.0,1349.0,20.53,47.38,yes
56251,Theix-Noyalo,3.0,LDVD,F,DE BLOIS HAMON,Elisabeth,"AVEC VOUS, CONTINUONS THEIX-NOYALO",7.0,0.0,1.0,1168.0,17.78,41.03,no
56251,Theix-Noyalo,2.0,LDVG,F,THOMAS,Emilie,OSEZ CITOYENS !,1.0,0.0,0.0,330.0,5.02,11.59,no
56254,Trédion,1.0,LNC,M,RIVOAL,Jean Pierre,ENSEMBLE POUR TREDION,12.0,0.0,1.0,295.0,30.67,53.06,yes
56254,Trédion,3.0,LNC,M,HUGOT,Jean-Claude,TRED'UNION,1.0,0.0,0.0,92.0,9.56,16.55,no
56254,Trédion,2.0,LNC,M,LE CHÊNE,Michel,AGIR POUR TREDION,2.0,0.0,0.0,169.0,17.57,30.4,no
56262,Le Bono,2.0,LNC,M,DREVES,Yves,LE BONO - CAP AVENIR,15.0,0.0,1.0,606.0,29.85,52.11,yes
56262,Le Bono,3.0,LNC,M,LE MOUROUX,Mickael,BIEN VIVRE ENSEMBLE AU BONO,4.0,0.0,0.0,557.0,27.44,47.89,no
57019,Amnéville,2.0,LDVC,M,SUDROW,Cédric,AMNEVILLE-MALANCOURT CONSTRUISONS L'AVENIR AVEC CEDRIC SUDROW,2.0,0.0,0.0,668.0,7.78,16.85,no
57019,Amnéville,1.0,LDVC,M,MUNIER,Eric,ERIC MUNIER - FIERS DE NOTRE COMMUNE!,25.0,0.0,7.0,1932.0,22.49,48.74,yes
57019,Amnéville,3.0,LDIV,M,DIEUDONNÉ,Xavier,AMNEVILLE MALANCOURT DEBOUT,6.0,0.0,2.0,1364.0,15.88,34.41,no
57038,Audun-le-Tiche,2.0,LDVG,F,FATTORELLI,Viviane,AUDUN AUTREMENT,24.0,0.0,6.0,1000.0,23.83,61.09,yes
57038,Audun-le-Tiche,1.0,LDVG,M,DJEBAR,Bouzid,UNIS POUR NOTRE VILLE,5.0,0.0,1.0,637.0,15.18,38.91,no
57083,Bining,2.0,LNC,M,KREBS,Jean Luc,Un Nouvel Elan à BINING,3.0,0.0,0.0,244.0,26.67,41.01,no
57083,Bining,1.0,LNC,F,RUFF,Monique,VIVRE ENSEMBLE A BINING,12.0,0.0,2.0,351.0,38.36,58.99,yes
57089,Bitche,1.0,LDVD,M,LEICHTNAM,Pascal,CHANGEMENT 2020 avec Leichtnam Pascal,2.0,0.0,1.0,328.0,10.48,19.76,no
57089,Bitche,2.0,LDVD,M,KIEFFER,Benoît,Bitche au coeur... au coeur du Pays de Bitche,23.0,0.0,8.0,885.0,28.27,53.31,yes
57089,Bitche,4.0,LDVD,M,VOGT,Francis,BITCHE AU COEUR DE L'INNOVATION,4.0,0.0,1.0,447.0,14.28,26.93,no
57227,Forbach,4.0,LDVD,M,PEYRON,Christian,forbach-avenir,4.0,0.0,1.0,964.0,7.13,21.62,no
57227,Forbach,7.0,LDVG,M,HOMBERG,Thierry,avec vous pour forbach,2.0,0.0,1.0,594.0,4.4,13.32,no
57227,Forbach,1.0,LDVD,M,DILIGENT,Eric,forbach notre passion,5.0,0.0,2.0,1329.0,9.83,29.81,no
57227,Forbach,5.0,LUC,M,CASSARO,Alexandre,un nouveau depart pour forbach,24.0,0.0,11.0,1571.0,11.62,35.24,yes
57269,Guénange,2.0,LDVC,M,TACCONI,Pierre,OSEZ GUÉNANGE,24.0,0.0,9.0,1497.0,25.43,63.95,yes
57269,Guénange,4.0,LDVG,M,BALLAND,Eric,"UNIS, VIVONS GUENANGE",5.0,0.0,2.0,844.0,14.34,36.05,no
57336,L'Hôpital,2.0,LDVD,M,GIL,Christophe,pour vous et avec vous,5.0,0.0,1.0,749.0,19.21,37.36,no
57336,L'Hôpital,4.0,LDVD,M,SCHULER,Emmanuel,ENERGIE ET AVENIR,24.0,0.0,5.0,1139.0,29.21,56.81,yes
57336,L'Hôpital,3.0,LEXD,M,DREISTADT,Jean-Claude,L'HÔPITAL LE RENOUVEAU,0.0,0.0,0.0,117.0,3.0,5.84,no
57413,Longeville-lès-Saint-Avold,3.0,LDVD,M,SCHMITT,Denis,Longeville réussir ensemble,5.0,0.0,1.0,590.0,20.76,40.27,no
57413,Longeville-lès-Saint-Avold,2.0,LDVD,M,THIRY,Emmanuel,Une equipe dynamique pour Longeville,22.0,0.0,5.0,875.0,30.79,59.73,yes
57414,Lorquin,1.0,LNC,M,JULLY,Jean-Pierre,Disponibles pour Lorquin,12.0,0.0,2.0,321.0,37.11,52.88,yes
57414,Lorquin,2.0,LNC,M,FUCHS,Hervé,LORQUIN POUR TOUS,3.0,0.0,0.0,286.0,33.06,47.12,no
57415,Lorry-lès-Metz,2.0,LNC,F,SCHOLTES,Nadine,UNIS POUR LORRY,4.0,0.0,0.0,408.0,26.1,46.74,no
57415,Lorry-lès-Metz,1.0,LNC,M,GLESER,Philippe,LORRY LES METZ Préserver Rassembler développer pour une commune verte et solidaire,15.0,0.0,1.0,465.0,29.75,53.26,yes
57428,Macheren,2.0,LNC,M,MEKETYN,Jean,continuons tous ensemble,18.0,0.0,2.0,708.0,30.0,52.84,yes
57428,Macheren,3.0,LNC,M,DEHLINGER,Philippe,MACHEREN 2020 Initiatives & Perspectives,5.0,0.0,1.0,632.0,26.78,47.16,no
57447,Marly,1.0,LECO,M,ROSE,Frédéric,MARLY AVEC VOUS,2.0,0.0,0.0,599.0,6.94,16.77,no
57447,Marly,2.0,LLR,M,HORY,Thierry,ENSEMBLE POUR MARLY,26.0,0.0,2.0,1816.0,21.05,50.85,yes
57447,Marly,3.0,LDVC,M,NOWICKI,Christian,S'UNIR ET AGIR POUR MARLY,5.0,0.0,1.0,1156.0,13.4,32.37,no
57463,Metz,3.0,LVEC,M,BOUVET,Xavier,UNIS POUR METZ !,12.0,0.0,9.0,9804.0,14.04,44.24,no
57463,Metz,10.0,LLR,M,GROSDIDIER,François,Utile pour Metz,40.0,0.0,32.0,10001.0,14.32,45.13,yes
57463,Metz,1.0,LRN,F,GROLET,Françoise,LE BON SENS POUR METZ,3.0,0.0,2.0,2355.0,3.37,10.63,no
57477,Montbronn,3.0,LNC,M,MAYER,Manuel,Nouvel élan pour l'avenir,14.0,0.0,2.0,408.0,33.61,41.8,yes
57477,Montbronn,2.0,LNC,M,PHILIPP,Charles,MONTBRONN 2020 - Prenons la main,2.0,0.0,0.0,282.0,23.23,28.89,no
57477,Montbronn,1.0,LNC,M,SIDOT,François,ENSEMBLE PASSIONNEMENT,3.0,0.0,1.0,286.0,23.56,29.3,no
57483,Morhange,4.0,LNC,M,STINCO,Christian,MAINTENANT MORHANGE POUR DEMAIN,19.0,0.0,4.0,742.0,30.74,58.2,yes
57483,Morhange,3.0,LNC,M,PIAIA,Egon,ensemble construisons demain,0.0,0.0,0.0,69.0,2.86,5.41,no
57483,Morhange,1.0,LNC,M,PARMENTIER,Sylvain,morhange vous appartient,1.0,0.0,0.0,173.0,7.17,13.57,no
57483,Morhange,2.0,LNC,M,BARBICHE,Pierre,au service des morhangeois,3.0,0.0,0.0,291.0,12.05,22.82,no
57491,Moyeuvre-Grande,1.0,LDVG,M,TIRLICIEN,Roger,ENSEMBLE CONSTRUISONS MOYEUVRE DE DEMAIN,3.0,0.0,1.0,528.0,9.13,20.24,no
57491,Moyeuvre-Grande,2.0,LDVG,M,ROVIERO,Franck,Ensemble Développons Moyeuvre,21.0,0.0,6.0,1052.0,18.19,40.32,yes
57491,Moyeuvre-Grande,4.0,LDIV,M,ROSSO,Camille,CAMILLE ROSSO 2020 CONNECTER NOTRE VILLE,5.0,0.0,1.0,1029.0,17.79,39.44,no
57540,Phalsbourg,1.0,LDVC,M,HEIRMAN,Joël,UNE FENETRE SUR L'AVENIR,4.0,0.0,2.0,443.0,13.38,29.13,no
57540,Phalsbourg,3.0,LDVC,M,MADELAINE,Jean-Louis,PHALSBOURG NOUVELLE DYNAMIQUE,22.0,0.0,11.0,934.0,28.22,61.41,yes
57540,Phalsbourg,5.0,LDVC,M,PHILLIPPS,Jérémie,AVANÇONS ENSEMBLE,1.0,0.0,0.0,144.0,4.35,9.47,no
57550,Porcelette,2.0,LNC,M,RISCH,Alain,porcelette demain avec vous,16.0,0.0,3.0,624.0,28.11,55.32,yes
57550,Porcelette,3.0,LNC,M,PFLUMIO,Herve,ensemble pour porcelette,1.0,0.0,0.0,204.0,9.19,18.09,no
57550,Porcelette,1.0,LNC,M,MULLER,Eddie,PORCELETTE AU COEUR DE L'ACTION,2.0,0.0,0.0,300.0,13.51,26.6,no
57593,Roncourt,1.0,LNC,M,POSTERA,Antoine,DEMAIN VOUS APPARTIENT,11.0,0.0,1.0,166.0,22.25,37.14,yes
57593,Roncourt,3.0,LNC,F,STAEHLE,Marie-Anne,Envie de changement,2.0,0.0,0.0,141.0,18.9,31.54,no
57593,Roncourt,2.0,LNC,M,FICHTER,Philippe,LIBERONS LES ENERGIES POUR UN NOUVEL HORIZON,2.0,0.0,0.0,140.0,18.77,31.32,no
57606,Saint-Avold,4.0,LLR,M,WOJCIECHOWSKI,André,UNIS POUR SAINT-AVOLD,7.0,0.0,4.0,2304.0,19.04,41.87,no
57606,Saint-Avold,2.0,LUC,M,STEINER,René,SAINT-AVOLD ENSEMBLE,26.0,0.0,15.0,3199.0,26.44,58.13,yes
57616,Saint-Julien-lès-Metz,3.0,LNC,M,OSSWALD,Franck,Mieux vivre et servir Saint Julien,18.0,0.0,1.0,657.0,24.36,50.46,yes
57616,Saint-Julien-lès-Metz,2.0,LNC,M,SCHMITT,Olivier,La nature dans la ville,5.0,0.0,0.0,645.0,23.92,49.54,no
57660,Stiring-Wendel,2.0,LRN,M,PFEFFER,Kévin,"un nouveau maire, une equipe, une dynamique pour stiring wendel",7.0,0.0,2.0,1078.0,14.02,42.09,no
57660,Stiring-Wendel,3.0,LDVD,M,LUDWIG,Yves,stiring toujours,26.0,0.0,7.0,1483.0,19.29,57.91,yes
57672,Thionville,2.0,LDVG,M,MERTZ,Bertrand,Thionville - Citoyens / Thionville en mieux,5.0,0.0,3.0,2609.0,10.12,26.88,no
57672,Thionville,7.0,LDVD,M,LUXEMBOURGER,Patrick,Thionville le Renouveau,7.0,0.0,4.0,3082.0,11.95,31.75,no
57672,Thionville,3.0,LDVC,M,CUNY,Pierre,Thionville au Coeur,31.0,0.0,19.0,4015.0,15.57,41.37,yes
57757,Yutz,1.0,LDVC,M,SAPIN,Bruno,ENSEMBLE POUR YUTZ,6.0,0.0,2.0,1951.0,14.91,39.22,no
57757,Yutz,3.0,LDVG,M,LANDRAGIN,Pascal,VIVRE MIEUX A YUTZ,2.0,0.0,1.0,791.0,6.04,15.9,no
57757,Yutz,2.0,LDIV,F,POUGET,Clémence,Renouveau Yussois,25.0,0.0,9.0,2233.0,17.06,44.88,yes
57767,Stuckange,3.0,LNC,F,PLATAT,Mégane,Partageons Demain,3.0,0.0,0.0,262.0,28.14,42.88,no
57767,Stuckange,2.0,LNC,M,SEGURA,Olivier,ENSEMBLE ON VA PLUS LOIN,11.0,0.0,1.0,276.0,29.65,45.17,yes
57767,Stuckange,1.0,LNC,F,SCHREINER,Marie-Claire,Vers un Nouvel Horizon,1.0,0.0,0.0,73.0,7.84,11.95,no
58059,La Charité-sur-Loire,2.0,LDVG,M,VALÈS,Henri,"La Charité, une passion commune",27.0,0.0,12.0,562.0,17.32,100.0,yes
58086,Cosne-Cours-sur-Loire,3.0,LDVD,M,VENEAU,Michel,L'avenir avec vous,5.0,0.0,4.0,1226.0,16.76,36.54,no
58086,Cosne-Cours-sur-Loire,4.0,LDVG,M,DHERBIER,Alain,Cosne Autrement,3.0,0.0,2.0,650.0,8.88,19.37,no
58086,Cosne-Cours-sur-Loire,1.0,LDIV,M,GILLONNIER,Daniel,DE VOUS A NOUS,21.0,0.0,14.0,1479.0,20.21,44.08,yes
58218,Prémery,1.0,LNC,M,PLISSON,Alexis,ENSEMBLE POUR PREMERY,13.0,0.0,3.0,297.0,21.63,35.83,yes
58218,Prémery,2.0,LNC,F,CHOQUEL,Monique,Agir ensemble à Prémery,2.0,0.0,0.0,177.0,12.89,21.35,no
58218,Prémery,3.0,LNC,M,BOUBIN,Éric,UN NOUVEAU SOUFFLE SUR PRÉMERY,1.0,0.0,0.0,117.0,8.52,14.11,no
