Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,winner
01034,Belley,4.0,LDVD,M,LAHUERTA,Dimitri,AGIR POUR BELLEY ET BUGEY SUD,23.0,0.0,12.0,1525.0,26.49,54.99,yes
01034,Belley,1.0,LDIV,M,FOGNINI,Jean-Marc,REUNIR POUR BELLEY AVEC JEAN MARC FOGNINI,6.0,0.0,4.0,1248.0,21.68,45.01,no
01160,Ferney-Voltaire,2.0,LDVD,M,RAPHOZ,Daniel,Ferney-Voltaire Valeurs Communes,23.0,0.0,5.0,747.0,19.67,50.4,yes
01160,Ferney-Voltaire,1.0,LDVC,M,MEYLAN,François,La Force de l'Union,3.0,0.0,0.0,366.0,9.64,24.7,no
01160,Ferney-Voltaire,4.0,LDIV,M,KASTLER,Jean-Loup,FERNEY EN GRAND,3.0,0.0,0.0,369.0,9.72,24.9,no
01194,Jassans-Riottier,1.0,LDVD,M,COLOMBIER,Jean-François,UN NOUVEL ÉLAN POUR JASSANS,4.0,0.0,0.0,415.0,9.52,25.29,no
01194,Jassans-Riottier,3.0,LDIV,M,ANDREO,Christian,JASSANS AUTREMENT,1.0,0.0,0.0,166.0,3.81,10.12,no
01194,Jassans-Riottier,4.0,LDVD,M,REVERCHON,Jean-Pierre,JASSANS LA FORCE D'AGIR ENSEMBLE,23.0,0.0,5.0,856.0,19.65,52.16,yes
01194,Jassans-Riottier,2.0,LDVC,F,SEGURA,Sylvie,JASSANS C'est Vous - C'est Nous,1.0,0.0,0.0,204.0,4.68,12.43,no
01249,Miribel,3.0,LDVG,F,VIRICEL,Sylvie,Ma ville avance,5.0,0.0,2.0,1038.0,15.16,37.86,no
01249,Miribel,1.0,LDVD,M,GAITET,Jean-Pierre,"Miribel pour tous, Miribel à tous",23.0,0.0,11.0,1391.0,20.32,50.73,yes
01249,Miribel,2.0,LREM,F,DESCOURS,Nathalie,OXYGENE 2020,1.0,0.0,0.0,313.0,4.57,11.42,no
01354,Saint-Genis-Pouilly,2.0,LDVG,M,BERTRAND,Hubert,"SAINT-GENIS-POUILLY, C'EST VOUS",25.0,0.0,5.0,867.0,17.29,46.12,yes
01354,Saint-Genis-Pouilly,1.0,LDVD,F,CHENU-DURAFOUR,Michelle,AGIR ENSEMBLE,6.0,0.0,1.0,734.0,14.64,39.04,no
01354,Saint-Genis-Pouilly,3.0,LECO,F,MARCHAND,Anne-Sophie,SAINT GENIS A COEUR,2.0,0.0,0.0,279.0,5.56,14.84,no
01370,Saint-Laurent-sur-Saône,1.0,LNC,M,DOUSSOT,Jacques,AIMER SAINT LAURENT,15.0,0.0,1.0,266.0,27.48,56.48,yes
01370,Saint-Laurent-sur-Saône,2.0,LNC,M,GARCIA-PIQUERAS,Emmanuel,SAINT LAURENT AUTREMENT,4.0,0.0,0.0,205.0,21.18,43.52,no
01378,Saint-Maurice-de-Gourdans,1.0,LNC,M,VENET,Fabrice,Pour Saint Maurice : Engagement Ecoute Expérience,17.0,0.0,2.0,502.0,22.48,46.22,yes
01378,Saint-Maurice-de-Gourdans,2.0,LNC,F,SALMON,Samuèle,FIERS D'ETRE SAINT-MAURIOTS,1.0,0.0,0.0,99.0,4.43,9.12,no
01378,Saint-Maurice-de-Gourdans,3.0,LNC,M,VENÇON,Yves,AMBITIONS ET RAISON POUR SAINT MAURICE,5.0,0.0,0.0,485.0,21.72,44.66,no
01389,Saint-Trivier-sur-Moignans,1.0,LNC,M,LANIER,Marcel,"Avec vous, CONTINUONS !",15.0,0.0,2.0,345.0,25.54,55.11,yes
01389,Saint-Trivier-sur-Moignans,3.0,LNC,M,BOURGEY,Fabien,"Ensemble, construisons notre avenir",4.0,0.0,0.0,281.0,20.8,44.89,no
02003,Acy,1.0,LNC,M,MATHAUT,Dominique,bien vivre a acy,12.0,0.0,1.0,253.0,31.16,49.32,yes
02003,Acy,2.0,LNC,M,BOURGEOIS,Guillaume,ACY AVEC VOUS,2.0,0.0,0.0,188.0,23.15,36.65,no
02003,Acy,3.0,LNC,F,MALHOMME,Corinne,DEMOCR'ACY,1.0,0.0,0.0,72.0,8.87,14.04,no
02086,Bichancourt,3.0,LNC,M,DEDUN,Patrick,ENSEMBLE DYNAMISONS BICHANCOURT,12.0,0.0,1.0,180.0,23.35,56.96,yes
02086,Bichancourt,1.0,LNC,F,DOURNEL,Florence,RÉ'INVENTER BICHANCOURT,3.0,0.0,0.0,136.0,17.64,43.04,no
02226,Courmelles,1.0,LNC,M,CHAUVET,Eric,POUR UNE COMMUNE DYNAMIQUE CITOYENNE ET AMBITIEUSE,0.0,0.0,0.0,67.0,4.77,8.55,no
02226,Courmelles,2.0,LNC,F,HUGE,Florence,AGIR POUR COURMELLES,4.0,0.0,0.0,315.0,22.42,40.18,no
02226,Courmelles,3.0,LNC,M,SVRCEK,Arnaud,POUR COURMELLES UNISSONS NOS FORCES ET NOS IDÉES,15.0,0.0,1.0,402.0,28.61,51.28,yes
02243,Crouy,2.0,LNC,M,PLATRIER,Claude,ACTION ET INNOVATION POUR CROUY,20.0,0.0,3.0,490.0,23.41,66.76,yes
02243,Crouy,3.0,LNC,M,GERVAIZE,Jean-Michel,"POUR CROUY, J'AGIS!",3.0,0.0,0.0,244.0,11.66,33.24,no
02245,Cuffies,1.0,LNC,M,CORNEILLE,Jean-Pierre,"ENSEMBLE, CONTINUONS !",15.0,0.0,1.0,352.0,30.01,55.0,yes
02245,Cuffies,2.0,LNC,M,RICHET,Ludovic,AGIR POUR CUFFIES,4.0,0.0,0.0,288.0,24.55,45.0,no
02304,La Fère,3.0,LNC,M,BOULANGER,Michel,LA FERE AUTREMENT,4.0,0.0,1.0,186.0,13.43,37.2,no
02304,La Fère,2.0,LNC,F,VILAIN,Marie-Noëlle,ENSEMBLE CONSTRUISONS L'AVENIR AVEC MARIE-NOELLE VILAIN,18.0,0.0,2.0,249.0,17.98,49.8,yes
02304,La Fère,1.0,LNC,M,BOUTEILLER,André,AGISSONS POUR LA FERE,1.0,0.0,0.0,65.0,4.69,13.0,no
02738,Tergnier,1.0,LDVG,M,DELACOURT,Francis,L'AVENIR ENSEMBLE,4.0,0.0,2.0,960.0,9.52,29.01,no
02738,Tergnier,2.0,LRN,M,DEGUIN-DAWSON,Frédy,"AVEC VOUS, POUR VOUS !",3.0,0.0,1.0,601.0,5.96,18.16,no
02738,Tergnier,4.0,LDVG,M,CARREAU,Michel,UNE NOUVELLE EQUIPE POUR TERGNIER AVEC MICHEL CARREAU,26.0,0.0,13.0,1748.0,17.34,52.83,yes
02798,Viels-Maisons,3.0,LNC,F,PIETRUSZKA,Sandra,PROXIMITE ET PARTAGE,1.0,0.0,0.0,77.0,9.34,18.42,no
02798,Viels-Maisons,1.0,LNC,M,LEMOINE,Alexandre,UN RENOUVEAU POUR VIELS-MAISONS,11.0,0.0,2.0,184.0,22.33,44.02,yes
02798,Viels-Maisons,2.0,LNC,M,LETENDRE,Sylvain,POUR SUIVRE L'ACTION,3.0,0.0,1.0,157.0,19.05,37.56,no
03001,Abrest,1.0,LNC,M,MONTAGNER,Patrick,Continuer d'Agir pour Réussir,5.0,0.0,0.0,535.0,23.8,42.77,no
03001,Abrest,3.0,LNC,M,LOPEZ,Romain,Abrest Dynamique,18.0,0.0,2.0,716.0,31.85,57.23,yes
03040,Bressolles,3.0,LNC,M,CHEVARIN,Pascal,Ensemble un Nouveau Bressolles,2.0,0.0,0.0,257.0,26.47,36.66,no
03040,Bressolles,2.0,LNC,M,MARTIN,René,AVANCONS ENSEMBLE,11.0,0.0,1.0,263.0,27.09,37.52,yes
03040,Bressolles,1.0,LNC,M,LECATRE,Olivier,Notre Projet : Vous Rassembler,2.0,0.0,0.0,181.0,18.64,25.82,no
03046,Buxières-les-Mines,1.0,LNC,F,BOUNAB,Agnès,2020 TOUS ENSEMBLE POUR BUXIERES,11.0,0.0,2.0,220.0,27.71,37.41,yes
03046,Buxières-les-Mines,2.0,LNC,F,LEGRAND,Émilie,Un nouvelle Elan pour Buxière,2.0,0.0,0.0,167.0,21.03,28.4,no
03046,Buxières-les-Mines,3.0,LNC,F,OLIVIER,Brigitte,"LISTE D'UNION - DES RESULTATS, DES PROJETS, ENSEMBLE CONTINUONS POUR BUXIERES",2.0,0.0,1.0,201.0,25.31,34.18,no
03185,Montluçon,8.0,LDVG,M,KOTT,Frédéric,"Pour Montluçon, Changeons la donne",5.0,0.0,4.0,2371.0,10.51,28.1,no
03185,Montluçon,4.0,LDVD,M,ROUDILLON,Joseph,MONTLUCON ENSEMBLE LISTE OUVERTE,5.0,0.0,4.0,2194.0,9.73,26.0,no
03185,Montluçon,1.0,LDVG,F,SARTIRANO,Sylvie,Montluçon dès Demain,3.0,0.0,2.0,1218.0,5.4,14.44,no
03185,Montluçon,2.0,LLR,M,LAPORTE,Frédéric,TOUT POUR MONTLUÇON,26.0,0.0,20.0,2654.0,11.77,31.46,yes
03190,Moulins,1.0,LLR,M,PERISSOL,Pierre-André,"MOULINS AU COEUR, PLUS FORTS ENSEMBLE",25.0,0.0,15.0,2307.0,17.89,48.14,yes
03190,Moulins,3.0,LUG,M,MONNET,Yannick,"Moulins, Ma Cité",3.0,0.0,2.0,1008.0,7.82,21.04,no
03190,Moulins,4.0,LDVD,M,LUNTE,Stefan,POUR MOULINS,5.0,0.0,3.0,1477.0,11.46,30.82,no
03315,Villefranche-d'Allier,2.0,LNC,F,AUBERGER,Josiane,Avec Vous,2.0,0.0,0.0,202.0,22.75,31.51,no
03315,Villefranche-d'Allier,3.0,LNC,M,CHANDAT,Nicolas,VILLEFRANCHE ENSEMBLE,1.0,0.0,0.0,111.0,12.5,17.32,no
03315,Villefranche-d'Allier,1.0,LNC,M,FERRIÈRE,Gérard,"Villefranche d'Allier, Villefranche d'Avenir",12.0,0.0,2.0,328.0,36.94,51.17,yes
04049,Château-Arnoux-Saint-Auban,2.0,LDVG,F,GIACHINO,Lisa,Démocratie CASA,1.0,0.0,0.0,234.0,6.08,10.64,no
04049,Château-Arnoux-Saint-Auban,1.0,LDVC,M,BERTRAND,Philippe,CASA 2020,6.0,0.0,1.0,862.0,22.4,39.2,no
04049,Château-Arnoux-Saint-Auban,3.0,LCOM,M,VILLARD,René,COLLECTIF CITOYEN 2020 L'HUMAIN D'ABORD,22.0,0.0,6.0,1103.0,28.66,50.16,yes
04063,Corbières,3.0,LNC,M,CASTEL,Jean-Claude,VIVRE ENSEMBLE A CORBIÈRES EN PROVENCE,12.0,0.0,1.0,383.0,40.79,58.21,yes
04063,Corbières,1.0,LNC,F,ARNEL,Hélèna,CONSTRUISONS CORBIERES EN PROVENCE PER TOUTEI,3.0,0.0,0.0,275.0,29.29,41.79,no
04070,Digne-les-Bains,1.0,LDVG,F,GALLY,France,DIGNE D'AVENIR,2.0,0.0,1.0,624.0,5.77,11.93,no
04070,Digne-les-Bains,5.0,LDVD,M,CHALVET,Gilles,TERRE  DIGNOISE - DEVOIR d'AGIR,5.0,0.0,3.0,1696.0,15.67,32.43,no
04070,Digne-les-Bains,2.0,LDLF,F,BAUDOUI,Marie-Anne,LES DIGNOIS D'ABORD,1.0,0.0,1.0,427.0,3.95,8.17,no
04070,Digne-les-Bains,3.0,LDVD,M,VALLA,Richard,ENSEMBLE POUR DIGNE-LES-BAINS,2.0,0.0,1.0,783.0,7.24,14.97,no
04070,Digne-les-Bains,4.0,LDVC,F,GRANET-BRUNELLO,Patricia,AMBITIONS POUR DIGNE-LES-BAINS,23.0,0.0,15.0,1699.0,15.7,32.49,yes
04088,Forcalquier,2.0,LDVD,M,GEHANT,David,NOS VIES NOTRE VILLE,22.0,0.0,10.0,1436.0,36.28,53.19,yes
04088,Forcalquier,3.0,LDVG,F,ROUANET,Dominique,FORCALQUIER EN COMMUN,7.0,0.0,3.0,1264.0,31.94,46.81,no
04108,Malijai,3.0,LNC,M,CHATARD,Gilles,MALIJAI 2020 UNE NOUVELLE DYNAMIQUE,3.0,0.0,0.0,294.0,22.32,39.41,no
04108,Malijai,1.0,LNC,F,FONTAINE,Sonia,ENGAGES POUR MALIJAI,16.0,0.0,2.0,452.0,34.32,60.59,yes
04112,Manosque,4.0,LDVD,M,GALTIER,Camille,MANOSQUE NOTRE PARTI,23.0,0.0,13.0,2176.0,13.48,31.56,yes
04112,Manosque,3.0,LDVG,M,GARNON,Patrick,DEMAIN MANOSQUE,5.0,0.0,3.0,1821.0,11.28,26.41,no
04112,Manosque,2.0,LEXD,M,GIRARD,Christian,CHOISIR MANOSQUE,3.0,0.0,2.0,1409.0,8.73,20.44,no
04112,Manosque,5.0,LDVC,M,LE HEN,Armel,UNIS POUR MANOSQUE,4.0,0.0,2.0,1489.0,9.22,21.6,no
04143,Oraison,3.0,LDVG,F,GAMBA,Isabel,ORAISON ENSEMBLE C'EST MAINTENANT,4.0,0.0,1.0,670.0,14.59,31.19,no
04143,Oraison,4.0,LDVC,M,GAUVAN,Benoît,ORAISON COEUR DE DURANCE,24.0,0.0,4.0,1250.0,27.22,58.19,yes
04143,Oraison,1.0,LRN,F,AUBERT,Ghislaine,Oraison Bleu Marine,1.0,0.0,0.0,228.0,4.97,10.61,no
04192,Saint-Michel-l'Observatoire,2.0,LNC,M,GROSSO,Jean-Paul,NOTRE PRIORITÉ C'EST VOUS,12.0,0.0,3.0,327.0,31.47,46.45,yes
04192,Saint-Michel-l'Observatoire,3.0,LNC,M,RICHAUD,Eric,UN MANDAT POUR ACCOMPAGNER ET SERVIR,0.0,0.0,0.0,78.0,7.51,11.08,no
04192,Saint-Michel-l'Observatoire,1.0,LNC,F,CONSTANTINESCO,Béatrice,Démocratie Sous les Etoiles,3.0,0.0,1.0,299.0,28.78,42.47,no
04197,Sainte-Tulle,1.0,LNC,M,GARCIA,Serge,"POUR UN VILLAGE VIVANT, SOLIDAIRE ET DYNAMIQUE",4.0,0.0,1.0,502.0,19.37,36.83,no
04197,Sainte-Tulle,2.0,LNC,M,QUEIRAS,Jean-Luc,SAINTE TULLE TERRE D'AVENIR,17.0,0.0,2.0,544.0,20.99,39.91,yes
04197,Sainte-Tulle,3.0,LNC,F,LECONTE,Liliane,AUTREMENT POUR SAINTE TULLE,2.0,0.0,0.0,317.0,12.23,23.26,no
05006,L'Argentière-la-Bessée,3.0,LNC,F,PRUD'HOMME,Alice,UNIS POUR L'ARGENTIERE LA BESSEE,2.0,0.0,1.0,308.0,18.81,29.14,no
05006,L'Argentière-la-Bessée,1.0,LNC,M,VIGNE,Patrick,UNE EQUIPE D'AVENIR POUR L'ARGENTIERE LA BESSEE,14.0,0.0,6.0,424.0,25.9,40.11,yes
05006,L'Argentière-la-Bessée,2.0,LNC,F,DISDIER,Marie-Noëlle,DEMAIN VOUS APPARTIENT,3.0,0.0,1.0,325.0,19.85,30.75,no
05023,Briançon,2.0,LDVG,F,POYAU,Aurélie,BRIANCON CITOYENNE POUR LA TRANSITION ECOLOGIQUE ET SOLIDAIRE,3.0,0.0,2.0,977.0,11.47,20.28,no
05023,Briançon,1.0,LDIV,M,FROMM,Gérard,BRIANÇON UNIE POUR L'AVENIR,5.0,0.0,3.0,1480.0,17.38,30.72,no
05023,Briançon,4.0,LUD,M,MURGIA,Arnaud,DEMAIN BRIANCON,25.0,0.0,13.0,2361.0,27.72,49.0,yes
05101,Vallouise-Pelvoux,1.0,LNC,M,VERNET,Laurent,ET POURQUOI PAS ?,4.0,0.0,1.0,384.0,32.71,49.55,no
05101,Vallouise-Pelvoux,3.0,LNC,M,CONREAUX,Jean,ENSEMBLE POUR L'AVENIR,15.0,0.0,3.0,391.0,33.3,50.45,yes
05133,Saint-Chaffrey,2.0,LNC,F,DAO-LENA,Sylvie,SAINT CHAFFREY ENSEMBLE BATISSONS L'AVENIR,3.0,0.0,0.0,260.0,18.94,29.38,no
05133,Saint-Chaffrey,3.0,LNC,F,MICHEL,Marine,SAINT-CHAFFREY AUTHENTIQUE ET DYNAMIQUE,3.0,0.0,1.0,300.0,21.85,33.9,no
05133,Saint-Chaffrey,1.0,LNC,F,CHANFRAY,Corinne,REINVENTONS ST CHAFFREY,13.0,0.0,3.0,325.0,23.67,36.72,yes
06007,Auribeau-sur-Siagne,2.0,LNC,M,MERO,Gérard,BIEN VIVRE ENSEMBLE A AURIBEAU SUR SIAGNE,4.0,0.0,0.0,578.0,22.87,39.83,no
06007,Auribeau-sur-Siagne,1.0,LNC,F,PAGANIN,Michèle,AGISSONS AUTREMENT POUR AURIBEAU,17.0,0.0,2.0,635.0,25.13,43.76,yes
06007,Auribeau-sur-Siagne,3.0,LNC,M,LALANDE,Jean-François,AVENIR ET TRADITION 2.0,2.0,0.0,0.0,238.0,9.42,16.4,no
06010,Le Bar-sur-Loup,2.0,LNC,M,WYSZKOWSKI,François,UN VILLAGE UNE EQUIPE,18.0,0.0,2.0,476.0,23.16,49.28,yes
06010,Le Bar-sur-Loup,1.0,LNC,M,RIBERO,Richard,Richard RIBERO,3.0,0.0,0.0,305.0,14.84,31.57,no
06010,Le Bar-sur-Loup,3.0,LNC,M,CAROSI,André,POUR VOUS AVEC VOUS,2.0,0.0,0.0,185.0,9.0,19.15,no
06027,Cagnes-sur-Mer,1.0,LLR,M,NÈGRE,Louis,"Pour Cagnes, Louis Negre l'exigence du futur",34.0,0.0,7.0,4739.0,14.05,47.86,yes
06027,Cagnes-sur-Mer,2.0,LDVD,F,PIRET,Josiane,L'AUTRE VOIE,7.0,0.0,2.0,3414.0,10.12,34.48,no
06027,Cagnes-sur-Mer,5.0,LRN,M,PEREZ,Jean-Paul,RASSEMBLEMENT CAGNOIS,4.0,0.0,1.0,1748.0,5.18,17.65,no
06033,Carros,1.0,LDVD,M,BERNARD,Yannick,CARROS TERRE D'ENERGIES,25.0,0.0,2.0,2278.0,26.06,50.34,yes
06033,Carros,5.0,LDIV,M,SCIBETTA,Charles,POURSUIVONS LE NOUVEL ELAN,8.0,0.0,0.0,2247.0,25.71,49.66,no
06065,La Gaude,3.0,LDVD,M,BETTATI,Bruno,CONTINUONS ENSEMBLE,25.0,0.0,1.0,1886.0,34.06,66.86,yes
06065,La Gaude,1.0,LDVD,F,SIEGEL,Vanessa,LA GAUDE ENSEMBLE,4.0,0.0,0.0,935.0,16.89,33.14,no
06067,Gorbio,2.0,LNC,M,COUFFET,Paul,UNE EQUIPE POUR GORBIO,15.0,0.0,1.0,407.0,38.22,52.38,yes
06067,Gorbio,3.0,LNC,M,PASTOR,Fabrice,GORBIO NOTRE COMMUNE,4.0,0.0,0.0,370.0,34.74,47.62,no
06083,Menton,1.0,LDVD,M,BETTATI,Olivier,MENTON DEMAIN,7.0,0.0,4.0,3912.0,18.05,44.3,no
06083,Menton,4.0,LUD,M,GUIBAL,Jean-Claude,UNIS POUR MENTON,28.0,0.0,14.0,4918.0,22.69,55.7,yes
06088,Nice,3.0,LDVD,M,ESTROSI,Christian,Christian ESTROSI,56.0,0.0,52.0,34039.0,15.79,59.31,yes
06088,Nice,6.0,LECO,M,GOVERNATORI,Jean Marc,"Nice Écologique, soutenue par Europe Écologie-Les Verts et l'Alliance Écologiste Indépendante",6.0,0.0,6.0,11078.0,5.14,19.3,no
06088,Nice,5.0,LRN,M,VARDON,Philippe,RETROUVER NICE,7.0,0.0,7.0,12279.0,5.7,21.39,no
06095,Peymeinade,1.0,LLR,M,DELHOMEZ,Gérard,UNION POUR PEYMEINADE,6.0,0.0,1.0,1265.0,19.06,41.9,no
06095,Peymeinade,2.0,LDIV,M,SAINTE-ROSE FANCHINE,Philippe,"PEYMEINADE 2020, PEYMEINADE NATURELLEMENT",23.0,0.0,4.0,1754.0,26.42,58.1,yes
06104,Roquebrune-Cap-Martin,1.0,LLR,M,CESARI,Patrick,UNIS POUR ROQUEBRUNE CAP MARTIN,26.0,0.0,7.0,1923.0,21.32,52.11,yes
06104,Roquebrune-Cap-Martin,3.0,LDVC,F,FRANC DE FERRIERE,Marie-Christine,CAP ROCABRUNA,2.0,0.0,0.0,550.0,6.1,14.91,no
06104,Roquebrune-Cap-Martin,2.0,LDIV,M,MALVAULT,Anthony,AGIR POUR ROQUEBRUNE CAP MARTIN,5.0,0.0,1.0,1217.0,13.49,32.98,no
06118,Saint-Cézaire-sur-Siagne,4.0,LDIV,M,COULLET,Maxime,ENSEMBLE POUR SAINT-CEZAIRE PLUS QUE JAMAIS,4.0,0.0,1.0,639.0,19.17,32.16,no
06118,Saint-Cézaire-sur-Siagne,1.0,LDIV,M,BLANC,Claude,SAINT-CEZAIRE-SUR-SIAGNE PASSIONNEMENT,3.0,0.0,0.0,513.0,15.39,25.82,no
06118,Saint-Cézaire-sur-Siagne,3.0,LDIV,M,ZEDET,Christian,AVEC VOUS ET POUR VOUS,20.0,0.0,2.0,835.0,25.04,42.02,yes
06122,Saint-Jeannet,1.0,LDIV,F,CHARLES,Julie,"UNIS-VERS SAINT JEANNET, SOURCES D'AVENIR",21.0,0.0,1.0,1022.0,28.98,55.48,yes
06122,Saint-Jeannet,3.0,LDVD,M,SEMPÉRÉ,Jean-Michel,Saint-Jeannet passionnement,6.0,0.0,0.0,820.0,23.25,44.52,no
06127,Saint-Martin-Vésubie,2.0,LNC,M,MOTTET,Ivan,L'AVENIR DE SAINT-MARTIN-VESUBIE C'EST VOUS,12.0,0.0,1.0,636.0,48.18,59.89,yes
06127,Saint-Martin-Vésubie,1.0,LNC,M,GHETTI,Honoré,L'UNION POUR SAINT MARTIN VESUBIE,3.0,0.0,0.0,426.0,32.27,40.11,no
06128,Saint-Paul-de-Vence,2.0,LNC,F,PAOLINI,Corinne,SAINT-PAUL A COEUR,5.0,0.0,0.0,772.0,27.41,49.74,no
06128,Saint-Paul-de-Vence,1.0,LNC,M,CAMILLA,Jean-Pierre,CAP pour Saint-Paul-de-Vence,18.0,0.0,2.0,780.0,27.69,50.26,yes
06136,Sospel,3.0,LDIV,F,THOURET,Marie-Christine,SOSPEL NOTRE PAYS,6.0,0.0,0.0,995.0,32.84,48.25,no
06136,Sospel,2.0,LDIV,M,LORENZI,Jean-Mario,"SOSPEL, UNE FAMILLE",21.0,0.0,2.0,1067.0,35.21,51.75,yes
06137,Spéracèdes,4.0,LNC,M,MACARIO,Jean-Marc,Spéracèdes l'esprit village,11.0,0.0,1.0,316.0,27.31,41.36,yes
06137,Spéracèdes,3.0,LNC,F,PINTUS,Florence,TRANSITION ESPERACEDO,2.0,0.0,0.0,249.0,21.52,32.59,no
06137,Spéracèdes,1.0,LNC,M,ROUSTAN,Christophe,SPERACEDES AU COEUR,2.0,0.0,0.0,199.0,17.2,26.05,no
06138,Théoule-sur-Mer,4.0,LNC,M,BOTELLA,Georges,"Notre parti, c'est Théoule !",12.0,0.0,1.0,498.0,34.63,53.55,yes
06138,Théoule-sur-Mer,2.0,LNC,F,CENNAMO,Emmanuelle,"AUTHENTIQUE, PROCHE DE VOUS",3.0,0.0,0.0,432.0,30.04,46.45,no
06140,Le Tignet,3.0,LNC,M,BLAS,Jean Louis,Le Tignet Générations 2020,4.0,0.0,0.0,487.0,17.77,32.15,no
06140,Le Tignet,1.0,LNC,M,BALAZUN,François,Les Tignétans avec François BALAZUN,3.0,0.0,0.0,420.0,15.33,27.72,no
06140,Le Tignet,2.0,LNC,M,SERRA,Claude,AVEC CLAUDE SERRA PRESERVONS LE TIGNET,16.0,0.0,2.0,608.0,22.19,40.13,yes
06148,Tourrettes-sur-Loup,3.0,LDIV,M,POMA,Frédéric,TOURRETTES ENSEMBLE,21.0,0.0,2.0,881.0,26.62,52.69,yes
06148,Tourrettes-sur-Loup,1.0,LDIV,M,BOUIX,Stéphane,TOURRETTES 2020,6.0,0.0,0.0,791.0,23.9,47.31,no
06152,Valbonne,4.0,LDVC,M,ETORÉ,Christophe,ENSEMBLE PARTAGEONS L'AVENIR,5.0,0.0,1.0,1297.0,14.59,28.92,no
06152,Valbonne,2.0,LECO,M,CESARO,Joseph,Futur & Nature,24.0,0.0,4.0,2039.0,22.94,45.46,yes
06152,Valbonne,3.0,LDVG,M,DAUNIS,Marc,Mieux Vivre Ensemble Valbonne Sophia Antipolis Solidaire et Ecologique,4.0,0.0,0.0,1149.0,12.93,25.62,no
06155,Vallauris,5.0,LDIV,M,LUCIANO,Kevin,2020 AVEC KEVIN LUCIANO - RASSEMBLEMENT POUR L'AVENIR DE VALLAURIS GOLFE-JUAN,24.0,0.0,7.0,2700.0,14.72,35.44,yes
06155,Vallauris,7.0,LLR,F,SALUCKI,Michelle,"force, expérience pour notre ville",6.0,0.0,2.0,2469.0,13.46,32.41,no
06155,Vallauris,6.0,LDIV,M,FALCOU,Jean-Noël,ensemble pour vallauris golfe-juan,4.0,0.0,1.0,1766.0,9.63,23.18,no
06155,Vallauris,4.0,LRN,M,TIVOLI,Lionel,Une nouvelle ère pour Vallauris Golfe-Juan,1.0,0.0,0.0,684.0,3.73,8.98,no
06157,Vence,2.0,LDIV,M,LEBIGRE,Regis,Regis Lebigre 2020 une parole et des actes,24.0,0.0,2.0,2215.0,15.78,41.71,yes
06157,Vence,3.0,LDVC,M,SCALZO,Patrick,OBJECTIF VENCE,6.0,0.0,1.0,2066.0,14.71,38.9,no
06157,Vence,5.0,LDIV,F,LE LAN,Catherine,UNIS POUR VENCE,3.0,0.0,0.0,1030.0,7.34,19.39,no
06163,Tende,2.0,LNC,M,VASSALLO,Jean-Pierre,VALEUR: COMMUNE!,15.0,0.0,1.0,503.0,34.1,48.79,yes
06163,Tende,3.0,LNC,F,TOMASINI,Valérie,TENDE AUTREMENT,1.0,0.0,0.0,140.0,9.49,13.58,no
06163,Tende,1.0,LNC,F,FERRARI,Elise,TENDE AVENIR,3.0,0.0,0.0,388.0,26.31,37.63,no
07010,Annonay,2.0,LDIV,M,DOZANCE,Jérôme,ANNONAY DYNAMIQUE NOUVELLE,1.0,0.0,0.0,267.0,2.33,6.82,no
07010,Annonay,3.0,LDVG,M,PLENET,Simon,ANNONAY C'EST VOUS,24.0,0.0,15.0,1642.0,14.34,41.95,yes
07010,Annonay,1.0,LDVD,M,QUENETTE,Marc-Antoine,Osons ensemble Annonay,7.0,0.0,4.0,1605.0,14.01,41.01,no
07010,Annonay,5.0,LDVG,M,NEIME,Denis,Annonay Sociale Démocratique Ecologiste,1.0,0.0,1.0,400.0,3.49,10.22,no
07019,Aubenas,1.0,LDVC,M,KAPPEL,Roger,AUBENAS ACTION CITOYENNE,3.0,0.0,1.0,512.0,6.38,20.23,no
07019,Aubenas,4.0,LDVD,M,MEYER,Jean-Yves,AUBENAS LE COEUR ET LA RAISON,24.0,0.0,12.0,1072.0,13.37,42.35,yes
07019,Aubenas,3.0,LDVG,F,ROUX,Patricia,Ensemble pour Aubenas,5.0,0.0,2.0,706.0,8.8,27.89,no
07019,Aubenas,5.0,LDVG,M,DELAUCHE,Henri,"LA LISTE DE GAUCHE D'AUBENAS, CITOYENNE, SOCIALE, ECOLOGISTE",1.0,0.0,0.0,241.0,3.0,9.52,no
07078,Davézieux,2.0,LNC,M,ZAHM,Alain,De l'expérience et des idées pour Davézieux,1.0,0.0,0.0,174.0,6.72,14.87,no
07078,Davézieux,1.0,LNC,F,JULLIEN,Camille,DAVEZIEUX DEMAIN,5.0,0.0,1.0,480.0,18.53,41.03,no
07078,Davézieux,3.0,LNC,M,DUFAUD,Gilles,DAVEZIEUX TOUT SIMPLEMENT,17.0,0.0,2.0,516.0,19.92,44.1,yes
07117,Lablachère,3.0,LNC,M,BOISSIN,Eric,EGAL : ENSEMBLE GERONS AUTREMENT LABLACHERE,3.0,0.0,1.0,316.0,19.9,33.37,no
