Code commune,Libellé de la commune,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,winner
01004,Ambérieu-en-Bugey,LDVD,M,FABRE,Daniel,PAROLE  AUX AMBARROIS,27,0.0,7.0,2678.0,32.67,61.31,yes
01004,Ambérieu-en-Bugey,LDVG,F,PIDOUX,Catherine,VIVONS NOTRE VILLE,3,0.0,0.0,741.0,9.04,16.96,no
01004,Ambérieu-en-Bugey,LDVG,F,EXPOSITO,Josiane,AMBERIEU AMBITION,3,0.0,1.0,949.0,11.58,21.73,no
01007,Ambronay,LDVD,M,FOURNIER,Gabriel,AMBRONAY Demain,1,0.0,0.0,153.0,8.64,11.73,no
01007,Ambronay,LDVG,F,LEVRAT,Gisèle,AMBRONAY POUR TOUS,14,0.0,2.0,610.0,34.46,46.78,yes
01007,Ambronay,LDVD,M,MANCUSO,Vincent,AGIR ENSEMBLE POUR L'AVENIR D'AMBRONAY,4,0.0,0.0,541.0,30.56,41.49,no
01034,Belley,LDVD,M,JIMENEZ,Christian,BELLEY NOUVEL HORIZON 2014,22,0.0,14.0,2029.0,35.72,51.17,yes
01034,Belley,LSOC,M,FOGNINI,Jean-Marc,CONTINUONS BELLEY ENSEMBLE,7,0.0,4.0,1936.0,34.08,48.83,no
01160,Ferney-Voltaire,LDVG,M,MEYLAN,François,FERNEY AVENIR 2014,7,0.0,1.0,1056.0,25.95,49.55,no
01160,Ferney-Voltaire,LDVD,M,RAPHOZ,Daniel,FERNEY-VOLTAIRE VALEURS COMMUNES,22,0.0,4.0,1075.0,26.41,50.45,yes
01185,Hauteville-Lompnes,LDVG,F,JOLY,Fabienne,VALORISONS ENSEMBLE NOS RICHESSES,5,0.0,1.0,515.0,22.87,38.72,no
01185,Hauteville-Lompnes,LUDI,M,ARGENTI,Bernard,OSONS L'AVENIR,22,0.0,6.0,815.0,36.19,61.28,yes
01194,Jassans-Riottier,LDIV,M,REVERCHON,Jean-Pierre,UN SOUFFLE NOUVEAU POUR JASSANS,23,0.0,3.0,1538.0,38.78,56.77,yes
01194,Jassans-Riottier,LDVD,F,FOURNET,Jacqueline,Agissons ensemble pour demain,6,0.0,1.0,1171.0,29.53,43.23,no
01249,Miribel,LDVD,M,GAITET,Jean-Pierre,UN RENOUVEAU POUR MIRIBEL,7,0.0,3.0,1679.0,25.73,45.61,no
01249,Miribel,LDVG,F,VIRICEL,Sylvie,MIRIBEL COMME VOUS L'AIMEZ,22,0.0,10.0,1771.0,27.14,48.11,yes
01249,Miribel,LDVG,M,GIRON,André,L'EVEIL DE MIRIBEL,0,0.0,0.0,231.0,3.54,6.28,no
01262,Montluel,LDVD,M,DAUBIE,Romain,VIVONS MONTLUEL ENSEMBLE,23,0.0,8.0,1577.0,35.9,56.58,yes
01262,Montluel,LSOC,M,BERNARD,Jacky,"Osons Montluel, ville d'avenir",6,0.0,2.0,1210.0,27.54,43.42,no
01263,Montmerle-sur-Saône,LDVD,M,CAMPION,Alain,MONTMERLE HORIZON 2020,6,0.0,2.0,860.0,32.11,49.74,no
01263,Montmerle-sur-Saône,LDVD,M,LAMURE,Raphaël,MONTMERLE AVEC VOUS,21,0.0,7.0,869.0,32.45,50.26,yes
01290,Pérouges,LDIV,M,BOINON,Philippe,"PEROUGES, L'EXPERIENCE AUTREMENT",2,0.0,0.0,219.0,22.86,32.21,no
01290,Pérouges,LVEC,M,VERNAY,Paul,PEROUGES POUR TOUS,11,0.0,2.0,290.0,30.27,42.65,yes
01290,Pérouges,LDVD,M,MARCOU,Claude,"PEROUGES, TRADITION ET MODERNITE",2,0.0,0.0,171.0,17.85,25.15,no
01303,Poncin,LDIV,M,MERMET,Jacques,PONCIN AU QUOTIDIEN,2,0.0,0.0,164.0,14.63,19.95,no
01303,Poncin,LDVD,M,GIROUX,Jean-Michel,UNIS POUR PONCIN,14,0.0,3.0,392.0,34.97,47.69,yes
01303,Poncin,LDIV,M,TRAVARD,Joël,PONCIN DEMAIN,3,0.0,1.0,266.0,23.73,32.36,no
01314,Priay,LDVD,M,FAVIER,Jean-Louis,EQUILIBRE et DYNAMISME pour PRIAY,4,0.0,1.0,372.0,34.35,47.94,no
01314,Priay,LDIV,M,THEVEAUX,Gérard,Vivre à Priay,15,0.0,2.0,404.0,37.3,52.06,yes
01371,Saint-Marcel,LDVD,M,DUSSAUGE,Thierry,GENERATIONS SAINT MARCEL,1,0.0,0.0,134.0,15.42,22.6,no
01371,Saint-Marcel,LDIV,M,PETRONE,Dominique,"UN VILLAGE, UNE EQUIPE, UN MAIRE",12,0.0,2.0,286.0,32.91,48.23,yes
01371,Saint-Marcel,LDVG,M,NOUET,Jacky,BIEN VIVRE ENSEMBLE A SAINT MARCEL EN DOMBES,2,0.0,1.0,173.0,19.91,29.17,no
02173,Chauny,LUG,M,HEREDIA,Francis,UN AVENIR POUR CHAUNY,3,0.0,1.0,855.0,10.89,21.26,no
02173,Chauny,LDVD,M,LALONDE,Marcel,Action pour l'Avenir de Chauny,26,0.0,10.0,2246.0,28.6,55.84,yes
02173,Chauny,LFN,F,AGOUTIN,Véronique,CHAUNY FAIT FRONT,4,0.0,1.0,921.0,11.73,22.9,no
02307,La Ferté-Milon,LDVD,M,CLEMENT,Jean-Marc,NOUVEL ELAN MILONAIS,4,0.0,1.0,488.0,30.93,48.17,no
02307,La Ferté-Milon,LDIV,F,LE FRERE-LETOFFE,Céline,L'UNION DU BON SENS POUR ENTREPRENDRE,15,0.0,3.0,525.0,33.27,51.83,yes
02334,Fresnoy-le-Grand,LDVD,M,DUPUY,Patrick,A VOTRE ÉCOUTE ENSEMBLE OSONS,4,0.0,1.0,530.0,25.14,37.59,no
02334,Fresnoy-le-Grand,LDVD,M,FLAMANT,Pierre,Un autre choix pour Fresnoy,19,0.0,4.0,880.0,41.75,62.41,yes
02340,Gauchy,LDVD,M,WEBER,Jean-Marc,Gauchy une Mairie pour Tous,22,0.0,3.0,1431.0,33.93,50.85,yes
02340,Gauchy,LDVG,M,GILLIARD,Philip,Renouveau a Gauchy,1,0.0,0.0,194.0,4.6,6.89,no
02340,Gauchy,LDVG,M,CAPPELE,Jean-Claude,Avec vous et pour vous continuons à construire le Gauchy de demain,6,0.0,1.0,1189.0,28.19,42.25,no
02397,Jussy,LDIV,M,GONDRY,Jean-Marie,UNION POUR JUSSY,12,0.0,3.0,365.0,39.37,56.15,yes
02397,Jussy,LDVD,F,BETEMS,Frédérique,Tous ensemble pour Jussy,3,0.0,1.0,285.0,30.74,43.85,no
02722,Soissons,LUG,M,DAY,Patrick,EN AVANT SOISSONS AVEC PATRICK DAY,7,0.0,5.0,3870.0,22.52,40.34,no
02722,Soissons,LFN,M,CHASSAGNOUX,Emmanuel,SOISSONS FAIT FRONT,2,0.0,1.0,1353.0,7.87,14.1,no
02722,Soissons,LDVD,M,CREMONT,Alain,POUR SOISSONS CHANGEONS DE CAP,26,0.0,19.0,4370.0,25.43,45.55,yes
02810,Villers-Cotterêts,LDVD,M,GERVAIS,Jean-Claude,Villers C'est Vous,4,0.0,2.0,1067.0,15.61,23.8,no
02810,Villers-Cotterêts,LFN,M,BRIFFAUT,Franck,VILLERS-COTTERÊTS FAIT FRONT,24,0.0,17.0,1862.0,27.24,41.53,yes
02810,Villers-Cotterêts,LDIV,M,PRUSKI,Jean-Claude,"TOUS ENSEMBLE, CONTINUONS",5,0.0,4.0,1554.0,22.74,34.66,no
03001,Abrest,LDVD,M,BOURGOUGNON,Daniel,Un nouveau souffle pour Abrest,2,0.0,0.0,275.0,13.26,19.52,no
03001,Abrest,LDVG,M,MINARD,Fernand,"Pour un développement harmonieux d'Abrest, avec les Abrestois",4,0.0,1.0,530.0,25.55,37.62,no
03001,Abrest,LDVG,M,MONTAGNER,Patrick,ABREST POUR VOUS AVEC NOUS,17,0.0,2.0,604.0,29.12,42.87,yes
03082,Commentry,LUD,M,RIBOULET,Claude,Commentry de toutes nos forces !,23,0.0,4.0,1854.0,37.74,58.12,yes
03082,Commentry,LDVG,M,BOURDIER,Sylvain,COMMENTRY POUR TOUS,6,0.0,1.0,1336.0,27.19,41.88,no
03095,Cusset,LUG,F,SEMET,Pascale,Cusset : c'est ensemble et avec vous,4,0.0,1.0,1578.0,18.3,26.94,no
03095,Cusset,LDVG,M,CHÉGUT,Jean-Yves,"Rassemblés pour Cusset, une gauche citoyenne",3,0.0,1.0,1202.0,13.94,20.52,no
03095,Cusset,LFN,M,COUTURE,Arnaud,Cusset bleu marine,1,0.0,0.0,503.0,5.83,8.59,no
03095,Cusset,LUD,M,LALOY,Jean-Sébastien,Cusset dynamique- Rassemblement de la Droite républicaine et du Centre,25,0.0,7.0,2574.0,29.84,43.95,yes
03103,Le Donjon,LDIV,M,CASSO,Régis,LE RENOUVEAU DONJONNAIS,2,0.0,1.0,203.0,24.64,30.9,no
03103,Le Donjon,LSOC,M,LABBE,Guy,"LE DONJON ""AUTREMENT""",11,0.0,4.0,294.0,35.68,44.75,yes
03103,Le Donjon,LDVG,F,CHARTIER,Jeannine,"ENSEMBLE, AVEC VOUS, POUR LE DONJON",2,0.0,0.0,160.0,19.42,24.35,no
03275,Souvigny,LDVD,M,ALBUCHER,Jean-Claude,"UNIS, AGISSONS POUR L'AVENIR DE SOUVIGNY",14,0.0,2.0,412.0,28.59,37.29,yes
03275,Souvigny,LDVG,M,BLANCHON,Pascal,"Souvigny autrement, Souvigny passionnément",3,0.0,1.0,393.0,27.27,35.57,no
03275,Souvigny,LDVD,M,FLEURY,Rémy,Souvigny - Ensemble Entreprenons,2,0.0,0.0,300.0,20.82,27.15,no
03297,Vallon-en-Sully,LDVG,M,KEMIH,Mohammed,POURSUIVONS AVEC VOUS LE DYNAMISME DE VALLON,4,0.0,1.0,422.0,33.31,46.48,no
03297,Vallon-en-Sully,LDVD,M,JONIN,Jacques,VIVRE TOUS ENSEMBLE A VALLON,15,0.0,4.0,486.0,38.36,53.52,yes
03321,Yzeure,LDVD,M,SAMZUN,Michel,Yzeure autrement,5,0.0,2.0,1930.0,20.06,30.93,no
03321,Yzeure,LFG,M,CABANNE,Jacques,"Avec nous Yzeure, c'est vous",4,0.0,1.0,1650.0,17.15,26.45,no
03321,Yzeure,LSOC,M,PERRIN,Pascal,"Yzeure, continuons l'action",24,0.0,10.0,2659.0,27.63,42.62,yes
04070,Digne-les-Bains,LDVG,F,GRANET,Patricia,OSONS DIGNE LES BAINS,25,0.0,12.0,3777.0,32.38,46.98,yes
04070,Digne-les-Bains,LFN,F,BAUDOUI-MAUREL,Marie-Anne,LES DIGNOIS D'ABORD,5,0.0,3.0,2685.0,23.02,33.4,no
04070,Digne-les-Bains,LUMP,M,BARBERO,Christian,ALTERNATIVE DIGNE LES BAINS,3,0.0,1.0,1577.0,13.52,19.62,no
04094,Gréoux-les-Bains,LDVD,M,AUDAN,Paul,"POUR GREOUX, CONTINUONS ENSEMBLE",18,0.0,2.0,997.0,42.25,53.78,yes
04094,Gréoux-les-Bains,LDVD,M,VIDAL,Philippe,GREOUX C'EST VOUS,5,0.0,0.0,857.0,36.31,46.22,no
04096,Jausiers,LDVG,M,BOURQUEROD,Frédéric,Jausiers en devenir,1,0.0,0.0,124.0,15.16,20.0,no
04096,Jausiers,LDVG,M,GILLY,Lucien,J'aime Jausiers,11,0.0,3.0,272.0,33.25,43.87,yes
04096,Jausiers,LDVD,M,PELLOUX,Jacques,"Jausiers avec vous, pour vous",3,0.0,1.0,224.0,27.38,36.13,no
04116,Les Mées,LUG,M,PAUL,Gérard,CONTINUONS VERS L'AVENIR - LISTE DE RASSEMBLEMENT DES FORCES DE GAUCHE ET DE PROGRES,21,0.0,5.0,866.0,33.23,49.91,yes
04116,Les Mées,LSOC,M,EYMARD,Max,AGIR AUX MEES,4,0.0,1.0,617.0,23.68,35.56,no
04116,Les Mées,LDVD,F,PROUST,Brigitte,OUVERTURE VERS L'AVENIR,2,0.0,0.0,252.0,9.67,14.52,no
04143,Oraison,LSOC,F,VALENTI,Paola,ORAISON GAGNANT,3,0.0,0.0,646.0,15.5,22.88,no
04143,Oraison,LUDI,M,VITTENET,Michel,ORAISON POUR TOUS,22,0.0,4.0,1425.0,34.19,50.48,yes
04143,Oraison,LFN,F,AUBERT,Ghislaine,ORAISON BLEU MARINE,4,0.0,1.0,752.0,18.04,26.64,no
04149,Peyruis,LDVD,M,CAPARROS FERNANDEZ,Simon,PASSION POUR PEYRUIS,5,0.0,1.0,687.0,32.03,43.15,no
04149,Peyruis,LDVG,M,VIVOS,Patrick,Liste d'union pour le mieux vivre à Peyruis,18,0.0,3.0,905.0,42.19,56.85,yes
04152,Pierrevert,LDVG,F,CHAUMONT,Sylviane,SERVIR PIERREVERT,6,0.0,1.0,1042.0,31.39,44.19,no
04152,Pierrevert,LUMP,M,MILLE,André,Ensemble - le bon sens pour Pierrevert,20,0.0,2.0,1086.0,32.71,46.06,yes
04152,Pierrevert,LDVD,F,VENET,Evelyne,A L'ECOUTE DES PIERREVERDANTS,1,0.0,0.0,230.0,6.93,9.75,no
04160,Reillanne,LDVG,M,BERNARD,Robert,L'AVENIR DE REILLANNE,3,0.0,0.0,316.0,25.73,31.85,no
04160,Reillanne,LDVD,F,BAPTISTE,Christine,Unis pour Reillanne,13,0.0,4.0,376.0,30.62,37.9,yes
04160,Reillanne,LPG,M,BRESSANGE,Philippe,REILLANNE CITOYENNE ET SOLIDAIRE,3,0.0,0.0,300.0,24.43,30.24,no
04166,Riez,LDVG,M,BONDIL,Claude,RIEZOIS AGISSONS ENSEMBLE,4,0.0,0.0,535.0,37.86,47.81,no
04166,Riez,LDVD,M,BIANCHI,Christophe,RIEZ AUTREMENT,15,0.0,1.0,584.0,41.33,52.19,yes
04230,Valensole,LDVG,M,CHASPOUL,Maurice,VALENSOLE DE COEUR ET DE RAISON,4,0.0,1.0,578.0,23.98,35.83,no
04230,Valensole,LDVD,M,AURRIC,Gérard,VIVRE VALENSOLE,19,0.0,2.0,1035.0,42.95,64.17,yes
05023,Briançon,LSOC,M,FROMM,Gérard,Toujours unis pour Briançon,25,0.0,14.0,2774.0,34.11,52.72,yes
05023,Briançon,LDVD,M,GRYZKA,Romain,Croire en Briançon,8,0.0,4.0,2488.0,30.59,47.28,no
05061,Gap,LFG,M,EYRAUD,Jean-Claude,Tous capables G.A.U.C.H.E.,2,0.0,1.0,1760.0,6.16,11.21,no
05061,Gap,LDVG,M,BLANC,Guy,Bien Vivre A Gap,1,0.0,0.0,1337.0,4.68,8.51,no
05061,Gap,LDVG,M,JAUSSAUD,Bernard,Gap @venir 2014,6,0.0,3.0,4224.0,14.78,26.9,no
05061,Gap,LDVD,M,DIDIER,Roger,GAP DEVANT,34,0.0,16.0,8381.0,29.32,53.38,yes
05070,Laragne-Montéglin,LDVD,M,JOANNET,Michel,Ensemble pour Laragne-Montéglin,5,0.0,2.0,746.0,28.59,35.76,no
05070,Laragne-Montéglin,LUMP,F,MARTINEZ,Henriette,Rassembler pour agir,19,0.0,7.0,836.0,32.04,40.08,yes
05070,Laragne-Montéglin,LDVG,M,REYNIER,Jean-Michel,Laragne-Montéglin demain,3,0.0,1.0,504.0,19.32,24.16,no
05139,Le Dévoluy,LDVD,M,MICHEL,Thomas,"DEMAIN, LE DEVOLUY",3,0.0,1.0,342.0,37.25,45.36,no
05139,Le Dévoluy,LDVD,M,BERNARD,Jean-Marie,UNIS POUR LE DEVOLUY,12,0.0,3.0,412.0,44.88,54.64,yes
05166,Serres,LDVD,F,BOTTASSO,Myriam,Serres à la lumière du futur,2,0.0,1.0,235.0,23.02,29.63,no
05166,Serres,LDVG,F,CLAVEL-MAYER,Arlette,Ensemble,2,0.0,1.0,163.0,15.96,20.55,no
05166,Serres,LDVG,M,MATHIEU,Bernard,Une énergie nouvelle pour Serres,11,0.0,5.0,320.0,31.34,40.35,yes
05166,Serres,LDVG,M,ARNOUX,Jacques,"Jacques Arnoux,  Une nouvelle ambition pour Serres",0,0.0,0.0,75.0,7.35,9.46,no
06010,Le Bar-sur-Loup,LDVD,M,RIBERO,Richard,RICHARD RIBERO,18,0.0,2.0,802.0,35.6,56.68,yes
06010,Le Bar-sur-Loup,LDIV,F,KERMORGANT,Claude,"REUSSIR DEMAIN, AVEC VOUS",5,0.0,0.0,613.0,27.21,43.32,no
06012,Beausoleil,LDIV,M,SPINELLI,Gérard,GERARD SPINELLI,28,0.0,7.0,2701.0,30.94,70.32,yes
06012,Beausoleil,LFN,M,GUITARD,Jean-Jacques,BEAUSOLEIL BLEU MARINE,5,0.0,1.0,1140.0,13.06,29.68,no
06018,Biot,LUMP,M,DERMIT,Jean-Pierre,RESTONS FORTS POUR BIOT,7,0.0,1.0,2335.0,33.56,48.91,no
06018,Biot,LDIV,F,DEBRAS,Guilaine,BIOT REUNIE AVEC GUILAINE DEBRAS,22,0.0,3.0,2439.0,35.05,51.09,yes
06029,Cannes,LFN,F,DORTEN,Catherine,CANNES BLEU MARINE,3,0.0,2.0,4209.0,7.98,14.94,no
06029,Cannes,LDVD,M,TABAROT,Philippe,"PHILIPPE TABAROT ""CANNES C'EST VOUS""",6,0.0,3.0,7348.0,13.93,26.08,no
06029,Cannes,LDVD,M,LISNARD,David,UNE NOUVELLE ENERGIE POUR CANNES,40,0.0,24.0,16613.0,31.5,58.97,yes
06033,Carros,LDVG,M,SCIBETTA,Charles,Un nouvel élan pour CARROS,23,0.0,2.0,2244.0,26.89,39.5,yes
06033,Carros,LUMP,F,BORNE,Estelle,carros cap sur l'avenir,1,0.0,0.0,424.0,5.08,7.46,no
06033,Carros,LFN,M,THOORIS,Michel,RASSEMBLEMENT BLEU MARINE POUR CARROS,3,0.0,0.0,1001.0,11.99,17.62,no
06033,Carros,LUG,F,CHARLES,Christine,carros unie et plurielle,6,0.0,0.0,2012.0,24.11,35.42,no
06044,La Colle-sur-Loup,LDVG,M,HELY,Pierre,LA COLLE A GAUCHE,1,0.0,0.0,344.0,5.42,7.98,no
06044,La Colle-sur-Loup,LUDI,M,BERKESSE,Christian,la colle y gagne,5,0.0,0.0,1470.0,23.14,34.08,no
06044,La Colle-sur-Loup,LFN,M,LIGONIE,Bruno,LA COLLE BLEU MARINE,1,0.0,0.0,397.0,6.25,9.2,no
06044,La Colle-sur-Loup,LUMP,M,MION,Jean Bernard,la colle ensemble,22,0.0,2.0,2102.0,33.09,48.74,yes
06064,Gattières,LDIV,F,GUIT,Pascale,GATTIERES A VENIR,21,0.0,1.0,1128.0,34.47,50.52,yes
06064,Gattières,LDIV,M,TRUGLIO,Jean-Michel,MIEUX VIVRE A GATTIERES,6,0.0,0.0,1105.0,33.77,49.48,no
06069,Grasse,LUD,M,VIAUD,Jérôme,UN NOUVEL ELAN POUR GRASSE AVEC JEROME VIAUD,32,0.0,17.0,7883.0,24.63,41.47,yes
06069,Grasse,LFN,M,DEGIOANNI,Jean-Marc,RASSEMBLEMENT BLEU MARINE POUR GRASSE,4,0.0,2.0,3784.0,11.82,19.91,no
06069,Grasse,LDIV,M,EUZIERE,Paul,"GRASSE A TOUS, ENSEMBLE ET AUTREMENT AVEC P. EUZIERE, Ph. E. De FONTMICHEL, S. CASSARINI",9,0.0,5.0,7341.0,22.93,38.62,no
06083,Menton,LDVG,F,GERARD,Pascale,MENTONNAIS ENSEMBLE,2,0.0,1.0,1974.0,9.15,15.35,no
06083,Menton,LUD,M,GUIBAL,Jean-Claude,UNIS POUR MENTON,26,0.0,14.0,5720.0,26.52,44.48,yes
06083,Menton,LDVD,M,NOVELLI,Patrice,RASSEMBLEMENT REPUBLICAIN MENTONNAIS,2,0.0,1.0,1740.0,8.07,13.53,no
06083,Menton,LFN,F,SCHENARDI,Lydia,RASSEMBLEMENT BLEU MARINE POUR MENTON,5,0.0,2.0,3427.0,15.89,26.65,no
06088,Nice,LDIV,M,BETTATI,Olivier,MON PARTI C'EST NICE,4,0.0,4.0,13947.0,6.38,12.43,no
06088,Nice,LUG,M,ALLEMAND,Patrick,UN AUTRE AVENIR POUR NICE,6,0.0,5.0,20033.0,9.17,17.85,no
06088,Nice,LUD,M,ESTROSI,Christian,NICE ENSEMBLE,52,0.0,49.0,54573.0,24.97,48.62,yes
06088,Nice,LFN,F,ARNAUTU,Marie Christine,NICE BLEU MARINE,7,0.0,7.0,23691.0,10.84,21.11,no
06090,Pégomas,LDIV,F,FERRERO,Béatrice,6 ANS POUR VOUS ET AVEC VOUS,3,0.0,0.0,787.0,14.25,21.08,no
06090,Pégomas,LDVD,M,PIBOU,Gilbert,PEGOMAS 2014,22,0.0,3.0,1777.0,32.19,47.6,yes
06090,Pégomas,LFN,M,RIOUX,Stéphane,RASSEMBLEMENT BLEU MARINE POUR PEGOMAS,4,0.0,1.0,1169.0,21.17,31.32,no
06095,Peymeinade,LDVD,M,DELHOMEZ,Gérard,UNION POUR PEYMEINADE,21,0.0,4.0,1893.0,30.12,44.19,yes
06095,Peymeinade,LUMP,F,TROUCHE,Eliette,ENSEMBLE POUR UN AVENIR MAÎTRISE,2,0.0,0.0,717.0,11.41,16.74,no
06095,Peymeinade,LDIV,F,BROUSTEAU,Françoise,BIEN VIVRE A PEYMEINADE,6,0.0,1.0,1674.0,26.63,39.08,no
06108,La Roquette-sur-Siagne,LDIV,M,KOZIELLO,Stanislas,J'AIME LA ROQUETTE,2,0.0,0.0,377.0,9.28,14.5,no
06108,La Roquette-sur-Siagne,LDVD,M,ORTEGA,Christian,UNIS POUR LA ROQUETTE,5,0.0,1.0,927.0,22.82,35.65,no
06108,La Roquette-sur-Siagne,LUMP,M,ROATTA,André,AGIR POUR UN VILLAGE MODELE,22,0.0,2.0,1296.0,31.91,49.85,yes
06118,Saint-Cézaire-sur-Siagne,LDIV,M,PAIS,Thierry,L'ENERGIE DU RENOUVEAU,3,0.0,0.0,470.0,15.16,20.89,no
06118,Saint-Cézaire-sur-Siagne,LDIV,M,GOLETTO,Jean-Pierre,AVEC VOUS ! POUR SAINT-CEZAIRE,2,0.0,0.0,335.0,10.81,14.89,no
06118,Saint-Cézaire-sur-Siagne,LDIV,M,BLANC,Claude,saint cezaire passionnement,21,0.0,3.0,1195.0,38.55,53.11,yes
06118,Saint-Cézaire-sur-Siagne,LFN,M,FONCEL,Bastien,SAINT-CEZAIRE BLEU MARINE,1,0.0,0.0,250.0,8.06,11.11,no
06122,Saint-Jeannet,LDIV,M,NIRASCOU,Gérard,SAINT-JEANNET 2014/2020,6,0.0,0.0,1063.0,31.9,46.02,no
06122,Saint-Jeannet,LDVD,M,SEMPERÉ,Jean-Michel,SAINT-JEANNET PORTE D'AVENIR,21,0.0,1.0,1247.0,37.42,53.98,yes
06123,Saint-Laurent-du-Var,LUG,M,ORSATTI,Marc,Mieux vivre ensemble à Saint-Laurent du Var,1,0.0,0.0,1093.0,4.88,8.04,no
06123,Saint-Laurent-du-Var,LFN,M,PRADOS,Lionel,SAINT-LAURENT BLEU MARINE,2,0.0,0.0,1961.0,8.76,14.42,no
06123,Saint-Laurent-du-Var,LDVD,M,SEGURA,Joseph,AGIR POUR l'AVENIR DE SAINT-LAURENT-DU-VAR,26,0.0,5.0,5649.0,25.25,41.54,yes
06123,Saint-Laurent-du-Var,LUMP,M,REVEL,Henri,SAINT LAURENT POUR TOUS,6,0.0,1.0,4895.0,21.88,36.0,no
06136,Sospel,LDIV,F,THOURET,Marie-Christine,SOSPEL DIFFEREMMENT,21,0.0,2.0,1169.0,38.2,51.54,yes
06136,Sospel,LDIV,M,LORENZI,Jean-Mario,POUR SOSPEL 2014-2020,6,0.0,0.0,1099.0,35.92,48.46,no
06137,Spéracèdes,LDVD,M,PASQUELIN,Joël,LISTE DE GESTION MUNICIPALE ET D'ENTRAIDE,11,0.0,2.0,360.0,31.09,43.06,yes
06137,Spéracèdes,LDIV,M,NAVETTI,Roger,SPERACEDES DEMAIN,2,0.0,0.0,206.0,17.79,24.64,no
06137,Spéracèdes,LUD,M,ROUSTAN,Christophe,SPERA2014,2,0.0,0.0,270.0,23.32,32.3,no
06140,Le Tignet,LDVD,M,SERRA,Claude,TOUS AVEC CLAUDE SERRA,5,0.0,1.0,826.0,31.67,48.59,no
06140,Le Tignet,LDVD,M,BALAZUN,François,must 2014,18,0.0,2.0,874.0,33.51,51.41,yes
06149,La Trinité,LFN,M,MASCAGNI,Alexandre,LA TRINITE BLEU MARINE,1,0.0,0.0,563.0,7.8,11.48,no
06149,La Trinité,LUG,M,POLSKI,Ladislas,UN NOUVEAU SOUFFLE POUR LA TRINITE,7,0.0,0.0,2086.0,28.88,42.53,no
06149,La Trinité,LUD,M,DALMASSO,Jean-Paul,FIERS DE LA TRINITÉ,25,0.0,2.0,2256.0,31.24,45.99,yes
06150,La Turbie,LDIV,M,PELLEGRIN,André-François,"LA TURBIE, MON VILLAGE",5,0.0,0.0,745.0,27.86,40.93,no
06150,La Turbie,LDIV,M,GISPALOU,Jean-Philippe,VIVRE MIEUX A LA TURBIE,1,0.0,0.0,224.0,8.38,12.31,no
06150,La Turbie,LUMP,M,RAFFAELE,Jean-Jacques,LA TURBIE C'EST VOUS,17,0.0,2.0,851.0,31.82,46.76,yes
06155,Vallauris,LDVD,F,SALUCKI,Michelle,NOTRE COMBAT POUR VALLAURIS GOLFE JUAN,26,0.0,8.0,4920.0,26.24,43.49,yes
06155,Vallauris,LUMP,M,GUMIEL,Alain,L'UNION AVEC ALAIN GUMIEL POUR VALLAURIS GOLFE-JUAN,4,0.0,1.0,2435.0,12.99,21.52,no
06155,Vallauris,LDVG,M,PECE,Jean-Lou,ET QUE VIVE VALLAURIS GOLFE JUAN,1,0.0,0.0,946.0,5.04,8.36,no
06155,Vallauris,LFN,M,CREPIN,Robert,VALLAURIS GOLFE JUAN BLEU MARINE,3,0.0,1.0,2188.0,11.67,19.34,no
06155,Vallauris,LDVG,M,FALCOU,Jean-Noël,ENSEMBLE POUR VALLAURIS GOLFE-JUAN,1,0.0,0.0,825.0,4.4,7.29,no
06157,Vence,LUMP,M,LEBIGRE,Régis,REGIS LEBIGRE 2014 - UN TEMPS D AVANCE,7,0.0,1.0,3474.0,25.93,41.28,no
06157,Vence,LDVD,M,DOMBREVAL,Loïc,"LOÏC DOMBREVAL ""MON PARTI C'EST VENCE""",24,0.0,3.0,3813.0,28.46,45.31,yes
06157,Vence,LFN,M,DAUGREILH,Jean-Pierre,RASSEMBLEMENT BLEU MARINE POUR VENCE,2,0.0,0.0,1129.0,8.43,13.41,no
06159,Villefranche-sur-Mer,LUD,M,TROJANI,Christophe,VILLEFRANCHE NOUS UNIT,23,0.0,1.0,1774.0,38.08,54.75,yes
06159,Villefranche-sur-Mer,LDVD,M,MANGIAPAN,Jean-Pierre,ENSEMBLE POUR VILLEFRANCHE AVEC JEAN-PIERRE MANGIAPAN ET CEDRIC CIRASA,6,0.0,0.0,1466.0,31.47,45.25,no
07042,Bourg-Saint-Andéol,LDVD,M,SERRE,Jean-Marc,REUSSIR ENSEMBLE,23,0.0,9.0,2134.0,38.76,58.66,yes
07042,Bourg-Saint-Andéol,LSOC,M,MARTINEZ,Serge,BOURG SAINT ANDEOL AU COEUR,6,0.0,2.0,1504.0,27.32,41.34,no
07110,Joyeuse,LDVG,F,LACOUR,Gladie,"JOYEUSE POUR VOUS, AVEC VOUS",4,0.0,1.0,415.0,31.68,47.37,no
07110,Joyeuse,LDVD,F,TOURRE,Nathalie,"JOYEUSE AU QUOTIDIEN "" UNE VISION POUR DEMAIN """,15,0.0,6.0,461.0,35.19,52.63,yes
07155,Mercuer,LDVD,M,RICHARD,Jean-Marie,MERCUER A VENIR,2,0.0,0.0,169.0,15.99,22.65,no
07155,Mercuer,LDVD,M,CHABRIER,Christian,VIVRE MERCUER,2,0.0,1.0,241.0,22.8,32.31,no
