Code commune,Libellé de la commune,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,winner
27229,Evreux,LFN,M,CAMOIN,Emmanuel,Evreux Bleu Marine,2,0.0,2.0,1858.0,7.08,12.09,no
27229,Evreux,LUG,M,CHAMPREDON,Michel,La gauche rassemblée,8,0.0,7.0,5559.0,21.18,36.17,no
27229,Evreux,LUD,M,LEFRAND,Guy,ENSEMBLE REVEILLONS EVREUX,33,0.0,31.0,7952.0,30.3,51.74,yes
27275,Gaillon,LSOC,M,LE DILAVREC,Bernard,BIEN VIVRE A GAILLON,22,0.0,7.0,1166.0,27.14,53.32,yes
27275,Gaillon,LDVD,M,DE COSMI,Antoine,POUR GAILLON,7,0.0,2.0,1021.0,23.76,46.68,no
27284,Gisors,LUG,M,LARMANOU,Marcel,"ENSEMBLE, GISORS, L'HUMAIN D'ABORD",7,0.0,4.0,2047.0,25.97,42.28,no
27284,Gisors,LDVD,M,RASSAËRT,Alexandre,L'AVENIR POUR GISORS,26,0.0,14.0,2794.0,35.44,57.72,yes
27355,Ivry-la-Bataille,LDIV,M,ESNAULT,Joël,AVENIR et PROGRES d'IVRY-LA-BATAILLE,5,0.0,0.0,484.0,28.03,46.14,no
27355,Ivry-la-Bataille,LDVD,M,MAISONS,Patrick,ENSEMBLE CONTINUONS AVEC PATRICK MAISONS,18,0.0,2.0,565.0,32.72,53.86,yes
27365,Léry,LDIV,F,LEGER,Janick,"LERY, UNE IDENTITE, UN AVENIR",4,0.0,0.0,447.0,29.14,48.32,no
27365,Léry,LDIV,M,CALAIS,Jean-Yves,NOTRE PARTI C'EST LERY,15,0.0,2.0,478.0,31.16,51.68,yes
27375,Louviers,LDVD,M,PRIOLLAUD,François-Xavier,REUSSIR ENSEMBLE-LOUVIERS ALTERNATIVE : UNIS POUR LOUVIERS,25,0.0,13.0,2830.0,25.38,45.84,yes
27375,Louviers,LFN,M,LARUE,Ludovic,LOUVIERS BLEU MARINE,1,0.0,1.0,697.0,6.25,11.29,no
27375,Louviers,LUG,M,MARTIN,Franck,BRAVO LOUVIERS !,7,0.0,3.0,2647.0,23.74,42.87,no
27458,Pîtres,LDVG,F,LAMBERT,Florence,PITRES AVENIR DYNAMIQUE ET SOLIDAIRE,3,0.0,0.0,362.0,21.22,31.98,no
27458,Pîtres,LDIV,M,CARRE,Jean,"Pîtres, un village pour tous",14,0.0,2.0,538.0,31.54,47.53,yes
27458,Pîtres,LDIV,M,DREAN,René,PITRES D'ABORD,2,0.0,0.0,232.0,13.6,20.49,no
27549,Saint-Germain-Village,LDIV,M,DIEULEVEUT,Marc,POUR LE DEVELOPPEMENT ET LA PROTECTION DES CONTRIBUABLES DE SAINT GERMAIN VILLAGE,1,0.0,0.0,83.0,7.16,10.71,no
27549,Saint-Germain-Village,LDVG,M,MOUCHEL,Frédéric,"AVEC VOUS, SAINT-GERMAIN-VILLAGE AUTREMENT",4,0.0,0.0,335.0,28.9,43.23,no
27549,Saint-Germain-Village,LDIV,M,LECHEVALIER,Philippe,"La compétence, l'expérience et le réalisme au service de Saint Germain Village",14,0.0,2.0,357.0,30.8,46.06,yes
27681,Vernon,LDIV,M,MIRAUX,Jean-Luc,VERNON TOUS ENSEMBLE,5,0.0,4.0,2688.0,17.39,28.37,no
27681,Vernon,LUMP,M,LECORNU,Sébastien,GENERATIONS VERNON (UMP-UDI-MPF-CPNT-SOCIETE CIVILE),26,0.0,21.0,4305.0,27.86,45.44,yes
27681,Vernon,LFN,M,ACKERMANN,Erik,VERNON BLEU MARINE,1,0.0,1.0,865.0,5.6,9.13,no
27681,Vernon,LSOC,M,NGUYEN THANH,Philippe,"OUI, VERNON AVANCE !",3,0.0,2.0,1616.0,10.46,17.06,no
28001,Abondant,LDIV,F,QUENTIN,Virginie,Un nouvel élan pour Abondant,13,0.0,1.0,410.0,27.3,37.82,yes
28001,Abondant,LDVD,F,HUILIO,Virginie,"Pour Abondant, Unissons nos talents",3,0.0,0.0,353.0,23.5,32.56,no
28001,Abondant,LDIV,F,GASSELIN,Sylvia,Abondant et ses hameaux : notre engagement,3,0.0,0.0,321.0,21.37,29.61,no
28088,Châteaudun,LUD,M,PHILIPPOT,Jéröme,ENSEMBLE REDYNAMISONS CHATEAUDUN,4,0.0,2.0,1476.0,17.96,28.27,no
28088,Châteaudun,LUG,M,VERDIER,Fabien,Châteaudun 2020,4,0.0,1.0,1222.0,14.87,23.4,no
28088,Châteaudun,LDVD,M,HUGUET,Didier,UNIS POUR AGIR AVEC VOUS,3,0.0,1.0,951.0,11.57,18.21,no
28088,Châteaudun,LDVD,M,VENOT,Alain,POUR CHAQUE DUNOIS,22,0.0,9.0,1573.0,19.14,30.12,yes
28134,Dreux,LDVD,M,TOUAZI,Tayeb,"DREUX, UNE VRAIE AMBITION",3,0.0,2.0,1378.0,7.94,16.25,no
28134,Dreux,LFN,F,MAUBOUSSIN,Thérèse,DREUX BLEU MARINE,2,0.0,1.0,1018.0,5.87,12.0,no
28134,Dreux,LUD,M,HAMEL,Gérard,Tous Fiers de Dreux,30,0.0,20.0,4079.0,23.5,48.1,yes
28134,Dreux,LUG,M,GAMBUTO,Valentino,OSEZ DREUX AMBITIEUSE,4,0.0,3.0,2006.0,11.56,23.65,no
28218,Lucé,LDVG,M,LECOMTE,Emmanuel,Ensemble pour Lucé,25,0.0,7.0,2610.0,24.92,49.38,yes
28218,Lucé,LUD,M,LANTZ,Stéphane,Lucé Ville d'avenir,5,0.0,1.0,1676.0,16.0,31.71,no
28218,Lucé,LFN,M,LOISEAU,Philippe,Rassemblement Bleu Marine pour Lucé,3,0.0,1.0,1000.0,9.55,18.92,no
28220,Luisant,LDVD,M,MASSOT,Bertrand,Un nouvel élan pour Luisant,22,0.0,3.0,1668.0,33.41,51.26,yes
28220,Luisant,LDVD,M,BOIRET,Alain,Oser pour Luisant,6,0.0,1.0,1300.0,26.04,39.95,no
28220,Luisant,LDVD,M,CARRIERE,Christian,Luisant avant tout,1,0.0,0.0,286.0,5.73,8.79,no
28229,Mainvilliers,LFN,M,DE MOUSTIER,Charles,Mainvilliers bleu marine,2,0.0,0.0,498.0,7.29,13.89,no
28229,Mainvilliers,LDVD,F,MILON-AUGUSTE,Sophie,Agir autrement pour vous,7,0.0,1.0,1469.0,21.51,40.98,no
28229,Mainvilliers,LUG,M,CHATEL,Jean-Jacques,"Avec vous, dynamisme et diversité",24,0.0,6.0,1618.0,23.69,45.13,yes
28352,Saint-Martin-de-Nigelles,LDVD,M,TIRLOY,Christian,Ensemble à Saint Martin de Nigelles,2,0.0,0.0,215.0,19.16,26.19,no
28352,Saint-Martin-de-Nigelles,LDVD,F,GASCHET,Maria,Demain à Saint-Martin,3,0.0,1.0,299.0,26.65,36.42,no
28352,Saint-Martin-de-Nigelles,LDVD,M,BILIEN,Pierre-Louis,Vivre à Saint-Martin de Nigelles,14,0.0,4.0,307.0,27.36,37.39,yes
29019,Brest,LUD,F,MALGORN,Bernadette,AVEC BERNADETTE MALGORN AU SERVICE DE TOUS LES BRESTOIS,13,0.0,8.0,19902.0,23.25,47.29,no
29019,Brest,LUG,M,CUILLANDRE,François,ENSEMBLE POUR BREST TENONS LE CAP,42,0.0,27.0,22187.0,25.92,52.71,yes
29020,Briec,LDVD,M,PERON,Joël,OSONS POUR BRIEC,4,0.0,2.0,731.0,18.5,28.09,no
29020,Briec,LSOC,M,PETILLON,Jean-Hubert,BRIEC AVENIR ET SOLIDARITE,22,0.0,10.0,1207.0,30.55,46.39,yes
29020,Briec,LUD,M,VAUCHER,Jean-Guy,AMZER NEVEZ (Temps Nouveaux),3,0.0,1.0,664.0,16.81,25.52,no
29022,Camaret-sur-Mer,LDVG,M,BETRANCOURT,Thierry,UNE ALTERNATIVE POUR CAMARET,3,0.0,1.0,489.0,20.2,27.56,no
29022,Camaret-sur-Mer,LDVD,F,LUCAS,Claudine,CAMARET HORIZON 2020,1,0.0,0.0,148.0,6.11,8.34,no
29022,Camaret-sur-Mer,LDVG,M,PLIQUET,David,AVANÇONS ENSEMBLE,2,0.0,0.0,422.0,17.43,23.79,no
29022,Camaret-sur-Mer,LDVD,M,SENECHAL,François,AGISSONS POUR CAMARET,17,0.0,3.0,715.0,29.53,40.3,yes
29026,Châteaulin,LDVD,F,NICOLAS,Gaëlle,VIVRE ET AGIR A CHATEAULIN,23,0.0,8.0,1369.0,36.03,56.69,yes
29026,Châteaulin,LSOC,M,URIEN,Jean Paul,CAP CHATEAULIN,6,0.0,2.0,1046.0,27.53,43.31,no
29031,Clohars-Carnoët,LDVD,F,GALLIOT,Véronique,VIVRE ICI A CLOHARS-CARNOËT,6,0.0,1.0,1474.0,36.82,49.33,no
29031,Clohars-Carnoët,LSOC,M,JULOUX,Jacques,KLOAR UN BEL HORIZON,21,0.0,3.0,1514.0,37.82,50.67,yes
29039,Concarneau,LUD,M,FIDELIN,André,PLUS LOIN ENSEMBLE !,26,0.0,12.0,5593.0,33.03,55.8,yes
29039,Concarneau,LUG,F,LE MEUR,Gaël,CONCARNEAU UNE NOUVELLE ENERGIE,7,0.0,3.0,4431.0,26.17,44.2,no
29042,Crozon,LDVG,M,BEROLDY,Jean-Marie,ECOUTER POUR AGIR,7,0.0,1.0,2204.0,31.85,48.03,no
29042,Crozon,LDVD,M,MOYSAN,Daniel,"Pour Crozon, continuons !",22,0.0,6.0,2385.0,34.47,51.97,yes
29046,Douarnenez,LDVG,M,BOEUF,Jacques,"INTITIATIVES CITOYENNES, A GAUCHE POUR DOUARNENEZ",7,0.0,2.0,3151.0,24.96,41.43,no
29046,Douarnenez,LUMP,M,PAUL,Philippe,DOUARNENEZ GENERATIONS,26,0.0,8.0,4454.0,35.28,58.57,yes
29053,Le Faou,LDVD,F,TANGUY,Geneviève,RÉVEILLONS NOTRE CITÉ,15,0.0,4.0,501.0,37.95,51.12,yes
29053,Le Faou,LDVG,M,LE VIOL,Jean,"AVEC VOUS, UNE AMBITION POUR L'AVENIR DE LA COMMUNE ET DE LA COMMUNAUTE DE COMMUNES",4,0.0,1.0,479.0,36.29,48.88,no
29057,La Forêt-Fouesnant,LDVD,M,PERES,Raymond,AGIR ET RÉUSSIR ENSEMBLE POUR LA FORÊT,5,0.0,1.0,949.0,32.62,44.33,no
29057,La Forêt-Fouesnant,LDIV,M,VALADOU,Patrice,LA FORET A COEUR,18,0.0,4.0,1040.0,35.75,48.58,yes
29057,La Forêt-Fouesnant,LUG,M,CARRER,Jean-Yves,SOLIDARITÉ ET DÉMOCRATIE 2014,0,0.0,0.0,152.0,5.23,7.1,no
29067,Guerlesquin,LDVD,M,JUIFF,Gildas,ensemble construisons l'avenir de guerlesquin,12,0.0,2.0,400.0,39.6,47.62,yes
29067,Guerlesquin,LDIV,F,JAOUEN,Martine,guerlesquin une nouvelle dynamique,1,0.0,0.0,192.0,19.01,22.86,no
29067,Guerlesquin,LUG,M,UGUEN,Paul,tous pour guerlesquin,2,0.0,0.0,248.0,24.55,29.52,no
29068,Guiclan,LDVG,M,MEUDEC,Jacques,"guiclan autrement, pour vous, avec vous",4,0.0,1.0,627.0,36.31,44.47,no
29068,Guiclan,LDIV,M,JONCOUR,Jocelyn,"pour guiclan, osez, changez",0,0.0,0.0,120.0,6.95,8.51,no
29068,Guiclan,LUD,M,MERCIER,Raymond,ensemble pour guiclan,15,0.0,2.0,663.0,38.39,47.02,yes
29075,Guipavas,LDVD,M,JACOB,Fabrice,GUIPAVAS AVENIR,7,0.0,1.0,3193.0,31.43,46.67,no
29075,Guipavas,LDVG,M,MOAL,Gurvan,GUIPAVAS SOLIDAIRE 2014,25,0.0,6.0,3214.0,31.64,46.97,yes
29075,Guipavas,LUC,F,GUYADER,Catherine,POUR GUIPAVAS,1,0.0,0.0,435.0,4.28,6.36,no
29081,Huelgoat,LDVG,M,MICHEL,Benoît,MIEUX VIVRE A HUELGOAT,15,0.0,6.0,468.0,40.59,52.17,yes
29081,Huelgoat,LDVG,M,LE FOLL,Louis,Huelgoat Ensemble,1,0.0,0.0,105.0,9.11,11.71,no
29081,Huelgoat,LDVG,M,GARREC,Corentin,HUELGOAT DYNAMIQUE POUR UNE REUSSITE DURABLE A HUELGOAT,3,0.0,2.0,324.0,28.1,36.12,no
29101,Landéda,LDVG,M,CHRETIEN,Didier,POUR ! CONSTRUIRE DEMAIN ET VIVRE ENSEMBLE A LANDEDA,3,0.0,0.0,442.0,15.14,20.89,no
29101,Landéda,LDVG,F,CHEVALIER,Christine,LANDEDA ENTREPRENDRE ENSEMBLE,20,0.0,3.0,950.0,32.55,44.9,yes
29101,Landéda,LDVD,M,CARAES,Jean-Pierre,LANDED'AVENIR,4,0.0,1.0,724.0,24.8,34.22,no
29105,Landivisiau,LDIV,M,KERRIEN,Jean-René,union citoyenne pour landivisiau,6,0.0,2.0,1794.0,27.28,40.34,no
29105,Landivisiau,LSOC,F,BLEAS,Marguerite,ensemble et autrement pour landivisiau,2,0.0,0.0,750.0,11.41,16.87,no
29105,Landivisiau,LDVD,F,CLAISSE,Laurence,Landivisiau avec vous et pour vous,21,0.0,6.0,1903.0,28.94,42.79,yes
29117,Lannilis,LDVG,M,GUIAVARC'H,Claude,ENSEMBLE CONTINUONS,6,0.0,1.0,1178.0,30.5,43.44,no
29117,Lannilis,LDVD,M,TREGUER,Jean-François,REAGISSONS POUR LANNILIS,23,0.0,4.0,1534.0,39.72,56.56,yes
29130,Locmaria-Plouzané,LUMP,F,BOURLAND,Ghislaine,AGISSONS POUR LOCMARIA,0,0.0,0.0,162.0,4.02,5.75,no
29130,Locmaria-Plouzané,LDVG,M,QUEMENER,Loïc,LOCMARIA UN NOUVEAU CAP,6,0.0,1.0,1271.0,31.55,45.12,no
29130,Locmaria-Plouzané,LDVD,F,GODEBERT,Viviane,LOCMARIA DEMAIN,21,0.0,4.0,1384.0,34.36,49.13,yes
29135,Loctudy,LDVD,F,SEILIEZ NEE DUCHE,Cécile,"LOCTUDY, CAP SUR L'AVENIR",3,0.0,0.0,605.0,15.95,22.68,no
29135,Loctudy,LDVD,F,ZAMUNER,Christine,une nouvelle ambition pour Loctudy,21,0.0,4.0,1321.0,34.83,49.53,yes
29135,Loctudy,LUG,F,RAPHALEN,Maryannick,LOCTUDY C'EST VOUS . ENSEMBLE A GAUCHE POUR UNE NOUVELLE DYNAMIQUE,3,0.0,1.0,741.0,19.54,27.78,no
29146,Melgven,LSOC,F,KERIOU,Sylvie,"MELGVEN, UN AVENIR POUR TOUS",1,0.0,0.0,284.0,10.59,15.58,no
29146,Melgven,LDIV,M,JEANNES,Yves,VOUS ET NOUS POUR MELGVEN,4,0.0,1.0,639.0,23.82,35.05,no
29146,Melgven,LDVG,F,LE BRETON HELWIG,Michelle,VIVRE ENSEMBLE A MELGVEN,18,0.0,2.0,900.0,33.54,49.37,yes
29150,Moëlan-sur-Mer,LCOM,M,BOURC'HIS,Pascal,MOËLAN MA COMMUNE J'Y TIENS,1,0.0,0.0,530.0,8.73,12.35,no
29150,Moëlan-sur-Mer,LDVG,M,BROCHARD,Alain,MOELAN-SUR-MER NOUVEAU DEFI,1,0.0,0.0,293.0,4.83,6.83,no
29150,Moëlan-sur-Mer,LDVD,M,LE PENNEC,Marcel,AVEC VOUS POUR MOËLAN,24,0.0,5.0,2420.0,39.88,56.38,yes
29150,Moëlan-sur-Mer,LSOC,M,MORVAN,Nicolas,VIVRE ENSEMBLE A MOËLAN-SUR-MER ET EN PAYS DE QUIMPERLE,3,0.0,1.0,1049.0,17.29,24.44,no
29151,Morlaix,LUG,M,VERMOT,Jean-Paul,ensemble à gauche,8,0.0,3.0,3182.0,30.17,48.18,no
29151,Morlaix,LDVD,F,LE BRUN,Agnès,partageons l'avenir,25,0.0,9.0,3423.0,32.46,51.82,yes
29153,Névez,LDVG,M,HERVET,Albert,NÉVEZ AUTREMENT,18,0.0,2.0,975.0,38.46,52.33,yes
29153,Névez,LDVD,M,MARTIN,Gérard,BIEN VIVRE A NÉVEZ,5,0.0,1.0,888.0,35.03,47.67,no
29158,Penmarch,LDVG,M,TANTER,Raynald,UN ENGAGEMENT DIFFERENT POUR PENMARC'H,23,0.0,5.0,1880.0,39.23,58.02,yes
29158,Penmarch,LDVD,M,CARIOU,Bruno,MIEUX VIVRE A PENMARC'H,6,0.0,1.0,1360.0,28.38,41.98,no
29165,Plobannalec-Lesconil,LDVG,M,LE LOC'H,Frédéric,"UN NOUVEL AVENIR, UNE AMBITION POUR PLOBANNALEC-LESCONIL",18,0.0,3.0,1139.0,37.15,52.25,yes
29165,Plobannalec-Lesconil,LDVD,M,LE MOIGNE,Yannick,"PLOBANNALEC ET LESCONIL, UNE HISTOIRE, UNE VISION, DES PROJETS",5,0.0,1.0,1041.0,33.95,47.75,no
29171,Plomeur,LDVD,M,CREDOU,Ronan,LISTE RÉPUBLICAINE POUR LES INTÉRÊTS COMMUNAUX,21,0.0,3.0,1060.0,32.24,47.13,yes
29171,Plomeur,LDVD,M,ANDRO,Hubert,UN NOUVEL ELAN POUR PLOMEUR,4,0.0,1.0,748.0,22.75,33.26,no
29171,Plomeur,LUG,F,LE BELLEC,Valérie,PLOMEUR AUTREMENT,2,0.0,0.0,441.0,13.41,19.61,no
29182,Plouégat-Guerrand,LDVD,M,MANACH,Yves,tous ensemble pour plouegat-guerrand,2,0.0,0.0,212.0,25.57,32.32,no
29182,Plouégat-Guerrand,LFG,M,GUEMENE,Yannick,rouge cerise : à gauche au-delà des mots,2,0.0,0.0,153.0,18.46,23.32,no
29182,Plouégat-Guerrand,LDVG,M,LE MANACH,Christian,Plouégat-Guerrand une ambition partagée,11,0.0,2.0,291.0,35.1,44.36,yes
29185,Plouescat,LDVD,F,OLLIVIER,Marie-Louise,plouescat un élan pour l'avenir,4,0.0,1.0,619.0,20.69,27.95,no
29185,Plouescat,LDVG,M,LE DUFF,Jean,pour plouescat aujourd'hui et demain,4,0.0,1.0,756.0,25.27,34.13,no
29185,Plouescat,LMDM,M,JACQ,Daniel,ensemble dynamisons plouescat,19,0.0,4.0,840.0,28.07,37.92,yes
29188,Plougasnou,LDIV,M,TANGUY,Yvon,l'union pour plougasnou,5,0.0,1.0,1120.0,38.33,49.96,no
29188,Plougasnou,LSOC,F,BERNARD,Nathalie,plougasnou solidaire,18,0.0,2.0,1122.0,38.4,50.04,yes
29190,Plougonvelin,LUD,M,LE BORGNE,Jean-Yves,PLOUGONVELIN - LE RENOUVEAU - AN AMZER NEVEZ,1,0.0,0.0,204.0,6.44,8.56,no
29190,Plougonvelin,LDVD,M,GOUEREC,Bernard,PLOUGONVELIN 2014-2020,20,0.0,3.0,1091.0,34.42,45.78,yes
29190,Plougonvelin,LDVG,M,BACOR,Israël,PLOUGONVELIN POUR TOUS,6,0.0,1.0,1088.0,34.32,45.66,no
29195,Plouguerneau,LDVD,M,LESVEN,André,AGISSONS ENSEMBLE POUR PLOUGUERNEAU,3,0.0,0.0,879.0,16.1,21.41,no
29195,Plouguerneau,LDIV,M,MOUTON,Christian,PLOUGUERNEAU AUTREMENT,5,0.0,1.0,1442.0,26.41,35.13,no
29195,Plouguerneau,LDVG,M,ROBIN,Yannig,PLOUGUERNEAU ENSEMBLE SOLIDAIRE,21,0.0,5.0,1784.0,32.67,43.46,yes
29197,Plouhinec,LDVD,M,HAMON,Jean-Claude,RESTONS UNIS POUR PLOUHINEC,6,0.0,2.0,1337.0,36.58,49.15,no
29197,Plouhinec,LDVD,M,LE PORT,Bruno,UN NOUVEAU CAP POUR PLOUHINEC,21,0.0,6.0,1383.0,37.84,50.85,yes
29199,Plouigneau,LDVD,F,LE HOUEROU,Rolande,plouigneau-rassemblement-avenir,21,0.0,3.0,1384.0,37.9,51.32,yes
29199,Plouigneau,LUG,F,HUON,Joëlle,rassemblés à gauche,6,0.0,1.0,1313.0,35.95,48.68,no
29217,Pont-Aven,LUMP,M,DOEUFF,Daniel,PONT-AVEN CAP 2020,3,0.0,1.0,491.0,22.43,32.01,no
29217,Pont-Aven,LDVG,M,BOSSARD,Joël,BOUGEONS ! POUR NOTRE COMMUNE,3,0.0,0.0,429.0,19.6,27.97,no
29217,Pont-Aven,LDVD,M,LEBRET,Jean-Marie,VIVRE PONT-AVEN NIZON,17,0.0,2.0,614.0,28.05,40.03,yes
29220,Pont-l'Abbé,LUMP,M,MAVIC,Thierry,RASSEMBLER ET AGIR,23,0.0,6.0,2455.0,36.43,58.48,yes
29220,Pont-l'Abbé,LSOC,M,COUÏC,Daniel,"ENSEMBLE, GARDONS LE CAP",6,0.0,2.0,1743.0,25.86,41.52,no
29232,Quimper,LUD,M,JOLIVET,Ludovic,VIVE QUIMPER !,39,0.0,17.0,14772.0,34.1,56.65,yes
29232,Quimper,LUG,M,POIGNANT,Bernard,QUIMPER POUR VOUS,10,0.0,5.0,11303.0,26.09,43.35,no
29233,Quimperlé,LDVD,M,BALANANT,Erwan,ENSEMBLE OSONS QUIMPERLE,7,0.0,2.0,2483.0,28.06,45.93,no
29233,Quimperlé,LSOC,M,QUERNEZ,Michaël,QUIMPERLÉ EN MARCHE,26,0.0,7.0,2923.0,33.04,54.07,yes
29241,Rosporden,LDVD,F,LE TENNIER,Christine,ROSPORDEN-KERNEVEL 2014 - LA NOUVELLE DYNAMIQUE,23,0.0,5.0,2314.0,41.2,58.73,yes
29241,Rosporden,LUG,M,LOUSSOUARN,Michel,"A GAUCHE, L'AMBITION D'UN TERRITOIRE DYNAMIQUE ET SOLIDAIRE !",6,0.0,1.0,1626.0,28.95,41.27,no
29260,Saint-Renan,LDVD,F,CASTELAIN,Nicole,CAP SUR L'AVENIR,3,0.0,1.0,908.0,15.09,21.97,no
29260,Saint-Renan,LDVD,M,MOUNIER,Gilles,SAINT RENAN TOUJOURS,21,0.0,5.0,1668.0,27.72,40.37,yes
29260,Saint-Renan,LDVG,M,SENANT,Marc,LE NOUVEL ELAN DE SAINT-RENAN,5,0.0,1.0,1556.0,25.86,37.66,no
29284,Treffiagat,LDVG,M,CHEVRIER,David,BIEN VIVRE ENSEMBLE A TREFFIAGAT-LECHIAGAT,15,0.0,2.0,688.0,35.68,48.48,yes
29284,Treffiagat,LDVG,M,LE CLOAREC,Jean-Christophe,"I.C.I. ""INNOVATION - CITOYENNETÉ - INTÉGRITÉ",2,0.0,0.0,360.0,18.67,25.37,no
29284,Treffiagat,LDVD,F,LE PAPE,Marie-Line,TREFFIAGAT-LECHIAGAT C'EST VOUS,2,0.0,1.0,371.0,19.24,26.15,no
30003,Aigues-Mortes,LUD,M,MAUMEJEAN,Pierre,UNIS POUR AIGUES MORTES,22,0.0,10.0,2618.0,37.66,50.15,yes
30003,Aigues-Mortes,LDVD,M,PIGNAN,Stéphane,POUR UNE DROITE UNIE ET FORTE,1,0.0,0.0,347.0,4.99,6.65,no
30003,Aigues-Mortes,LDVG,M,BONATO,Cédric,TOUS POUR AIGUES MORTES AVEC CEDRIC BONATO,6,0.0,3.0,2255.0,32.44,43.2,no
30010,Anduze,LVEC,F,BLANC,Geneviève,ANDUZE AU COEUR,4,0.0,0.0,592.0,25.67,34.91,no
30010,Anduze,LDVD,M,LEMAIRE,Pierre,ANDUZE ACTION AVENIR,2,0.0,0.0,319.0,13.83,18.81,no
30010,Anduze,LDIV,M,IGLESIAS,Bonnifacio,ANDUZE EN MARCHE,17,0.0,2.0,785.0,34.04,46.29,yes
30012,Aramon,LDVD,M,LAGUERRE,Pierre,ARAMON AVEC VOUS,6,0.0,1.0,1090.0,33.04,46.64,no
30012,Aramon,LDVG,M,PRONESTI,Michel,POUR ARAMON CONTINUONS ENSEMBLE,21,0.0,4.0,1247.0,37.8,53.36,yes
30027,Bagard,LDIV,M,BAZALGETTE,Thierry,agir et réussir ensemble,14,0.0,1.0,620.0,32.72,45.09,yes
30027,Bagard,LDVG,F,LOBIER,Monique,BAGARD AUTREMENT LARGE RASSEMBLEMENT DE GAUCHE,1,0.0,0.0,142.0,7.49,10.33,no
30027,Bagard,LDIV,M,VIALA,Maurice,EXPERIENCE AVENIR,4,0.0,0.0,613.0,32.35,44.58,no
30028,Bagnols-sur-Cèze,LFN,M,PEREZ,Stéphane,BAGNOLS BLEU MARINE,4,0.0,2.0,2093.0,15.48,25.72,no
30028,Bagnols-sur-Cèze,LSOC,M,REY,Jean Christian,BAGNOLS AMBITIONS,24,0.0,14.0,3597.0,26.6,44.21,yes
30028,Bagnols-sur-Cèze,LDIV,M,ROUQUAIROL,Serge,BAGNOLS C'EST VOUS,5,0.0,3.0,2447.0,18.1,30.07,no
30032,Beaucaire,LDIV,M,BOURBOUSSON,Jacques,BEAUCAIRE POUR TOUS,5,0.0,2.0,2246.0,21.7,29.01,no
30032,Beaucaire,LFN,M,SANCHEZ,Julien,"BEAUCAIRE, VILLE FRANÇAISE !",23,0.0,11.0,3083.0,29.78,39.82,yes
30032,Beaucaire,LDVD,M,ANDRE,Christophe,BEAUCAIRE 2014,4,0.0,2.0,1883.0,18.19,24.32,no
30032,Beaucaire,LUG,M,DUBOIS,Claude,RÉAGIR POUR BEAUCAIRE,1,0.0,0.0,531.0,5.13,6.86,no
30033,Beauvoisin,LDIV,M,SCHRAMM,Guy,REUSSIR L'AVENIR BEAUVOISIN-FRANQUEVAUX,21,0.0,5.0,1115.0,38.38,50.96,yes
30033,Beauvoisin,LDVG,M,GABARRI,Manuel,Agissons Ensemble,6,0.0,1.0,1073.0,36.94,49.04,no
30062,Calvisson,LDIV,M,ROCHE,Denis,CALVISSON-PASSIONNÉMENT,4,0.0,1.0,676.0,17.05,29.81,no
30062,Calvisson,LDIV,M,SAUZEDE,André,ENSEMBLE ALLONS PLUS LOIN,25,0.0,8.0,1592.0,40.15,70.19,yes
30073,Castillon-du-Gard,LDIV,M,NAVATEL,Christophe,VIVRE A CASTILLON,3,0.0,0.0,413.0,31.74,37.44,no
30073,Castillon-du-Gard,LDVD,M,BERNE,Jean-Louis,CASTILLON AVEC PASSION,12,0.0,2.0,597.0,45.89,54.13,yes
30073,Castillon-du-Gard,LDVG,M,ESPERANDIEU,Robert,CASTILLON POUR DEMAIN,0,0.0,0.0,93.0,7.15,8.43,no
30075,Caveirac,LDVD,M,CHAPUS,Jean-Luc,"Caveirac, tradition et modernité",2,0.0,0.0,372.0,11.41,15.95,no
30075,Caveirac,LDVG,M,ALARCON,Anthony,UN NOUVEAU CAP POUR CAVEIRAC,4,0.0,0.0,808.0,24.79,34.65,no
30075,Caveirac,LDIV,M,TRAUCHESSEC,Gérard,AGIR ENSEMBLE POUR CAVEIRAC,21,0.0,2.0,1152.0,35.35,49.4,yes
30082,Clarensac,LDVG,F,ENJELVIN,Marjorie,"CLARENSAC, UN CHOIX POUR L'AVENIR",18,0.0,2.0,678.0,20.5,32.19,yes
30082,Clarensac,LDIV,M,GERVAIS,Patrick,AGIR ENSEMBLE POUR CLARENSAC,2,0.0,0.0,391.0,11.82,18.57,no
30082,Clarensac,LDVG,M,LOPEZ,Jean-Paul,CLARENSAC ENSEMBLE,4,0.0,0.0,580.0,17.54,27.54,no
30082,Clarensac,LDIV,M,QUERCI,Gérard,NOUVEL ELAN POUR CLARENSAC,3,0.0,0.0,457.0,13.82,21.7,no
30123,Gallargues-le-Montueux,LDIV,M,CERDA,Freddy,GALLARGUES AU COEUR,19,0.0,3.0,1025.0,40.61,59.39,yes
30123,Gallargues-le-Montueux,LDIV,M,POURREAU,René,TOUS POUR GALLARGUES,4,0.0,1.0,701.0,27.77,40.61,no
30133,Le Grau-du-Roi,LFN,F,FLAUGERE,Yvette,LE GRAU DU ROI FAIT FRONT,1,0.0,0.0,405.0,5.0,6.43,no
